Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id,
J,"Borges, Alberto, V; Darchambeau, Francois; Lambert, Thibault; Morana, Cedric; Allen, George H.; Tambwe, Ernest; Sembaito, Alfred Toengaho; Mambo, Taylor; Wabakhangazi, Jose Nlandu; Descy, Jean-Pierre; Teodoru, Cristian R.; Bouillon, Steven",,,,"Allen, George H./AAG-9397-2019; Morana, Cedric/AAL-5025-2021; Darchambeau, Francois/AAX-1206-2021; Lambert, Thibault/M-7192-2017; Teodoru, Cristian R./AAS-2743-2021; Bouillon, Steven/C-5177-2011","Allen, George H./0000-0001-8301-5301; Morana, Cedric/0000-0002-5521-0414; Lambert, Thibault/0000-0002-7666-5370; Teodoru, Cristian R./0000-0001-6740-8578; Borges, Alberto V./0000-0002-5434-2247; Bouillon, Steven/0000-0001-7669-2929",,,"Variations in dissolved greenhouse gases (CO2, CH4, N2O) in the Congo River network overwhelmingly driven by fluvial-wetland connectivity",,,,,,,,Biogeosciences,,,,16,19,,,3801,3834,,10.5194/bg-16-3801-2019,,,,OCT 7 2019,2019,"We carried out 10 field expeditions between 2010 and 2015 in the lowland part of the Congo River network in the eastern part of the basin (Democratic Republic of the Congo), to describe the spatial variations in fluvial dissolved carbon dioxide (CO2), methane (CH4) and nitrous oxide (N2O) concentrations. We investigate the possible drivers of the spatial variations in dissolved CO2, CH4 and N2O concentrations by analyzing covariations with several other biogeochemical variables, aquatic metabolic processes (primary production and respiration), catchment characteristics (land cover) and wetland spatial distributions. We test the hypothesis that spatial patterns of CO2, CH4 and N2O are partly due to the connectivity with wetlands, in particular with a giant wetland of flooded forest in the core of the Congo basin, the Cuvette Centrale Congolaise (CCC). Two transects of 1650 km were carried out from the city of Kisangani to the city of Kinshasa, along the longest possible navigable section of the river and corresponding to 41 % of the total length of the main stem. Additionally, three time series of CH4 and N2O were obtained at fixed points in the main stem of the middle Congo (2013-2018, biweekly sampling), in the main stem of the lower Kasai (2015-2017, monthly sampling) and in the main stem of the middle Oubangui (2010-2012, biweekly sampling). The variations in dissolved N2O concentrations were modest, with values oscillating around the concentration corresponding to saturation with the atmosphere, with N2O saturation level (%N2O, where atmospheric equilibrium corresponds to 100 %) ranging between 0 % and 561 % (average 142 %). The relatively narrow range of %N2O variations was consistent with low NH4+ (2.3 +/- 1.3 mu mol L-1) and NO3- (5.6 +/- 5.1 mu mol L-1) levels in these near pristine rivers and streams, with low agriculture pressure on the catchment (croplands correspond to 0.1 % of catchment land cover of sampled rivers), dominated by forests (similar to 70 % of land cover). The covariations in %N2O, NH4+, NO3- and dissolved oxygen saturation level (%O-2) indicate N2O removal by soil or sedimentary denitrification in low O-2, high NH4+ and low NO3- environments (typically small and organic matter rich streams) and N2O production by nitrification in high O-2, low NH4+ and high NO3- (typical of larger rivers that are poor in organic matter). Surface waters were very strongly oversaturated in CO2 and CH4 with respect to atmospheric equilibrium, with values of the partial pressure of CO2 (pCO(2)) ranging between 1087 and 22 899 ppm (equilibrium similar to 400 ppm) and dissolved CH4 concentrations ranging between 22 and 71 428 nmol L-1 (equilibrium similar to 2 nmol L-1). Spatial variations were overwhelmingly more important than seasonal variations for pCO(2), CH4 and %N2O as well as day-night variations for pCO(2). The wide range of pCO(2) and CH4 variations was consistent with the equally wide range of %O-2 (0.3 %-122.8 %) and of dissolved organic carbon (DOC) (1.8-67.8 mg L-1), indicative of generation of these two greenhouse gases from intense processing of organic matter either in terra firme soils, wetlands or in-stream. However, the emission rate of CO2 to the atmosphere from riverine surface waters was on average about 10 times higher than the flux of CO2 produced by aquatic net heterotrophy (as evaluated from measurements of pelagic respiration and primary production). This indicates that the CO2 emissions from the river network were sustained by lateral inputs of CO2 (either from terra firme or from wetlands). The pCO(2) and CH4 values decreased and %O-2 increased with increasing Strahler order, showing that stream size explains part of the spatial variability of these quantities. In addition, several lines of evidence indicate that lateral inputs of carbon from wetlands (flooded forest and aquatic macrophytes) were of paramount importance in sustaining high CO2 and CH4 concentrations in the Congo river network, as well as driving spatial variations: the rivers draining the CCC were characterized by significantly higher pCO(2) and CH4 and significantly lower %O-2 and %N2O values than those not draining the CCC; pCO(2) and %O-2 values were correlated to the coverage of flooded forest on the catchment. The flux of greenhouse gases (GHGs) between rivers and the atmosphere averaged 2469 mmol m(-2) d(-1) for CO2 (range 86 and 7110 mmol m(-2) d(-1)), 12 553 mu mol m(-2) d(-1) for CH4 (range 65 and 597 260 mu mol m(-2) d(-1)) and 22 mu mol m(-2) d(-1) for N2O (range -52 and 319 mu mol m(-2) d(-1)). The estimate of integrated CO2 emission from the Congo River network (251 +/- 46 TgC (10(12) gC) yr(-1)), corresponding to nearly half the CO2 emissions from tropical oceans globally (565 TgC yr(-1)) and was nearly 2 times the CO2 emissions from the tropical Atlantic Ocean (137 TgC yr(-1)). Moreover, the integrated CO2 emission from the Congo River network is more than 3 times higher than the estimate of terrestrial net ecosystem exchange (NEE) on the whole catchment (77 TgC yr(-1)). This shows that it is unlikely that the CO2 emissions from the river network were sustained by the hydrological carbon export from terra firme soils (typically very small compared to terrestrial NEE) but most likely, to a large extent, they were sustained by wetlands (with a much higher hydrological connectivity with rivers and streams).",,,,,,,,,31,4,0,0,21,0,34,,,1726-4170,1726-4189,,BIOSIS:PREV201900922027,,
J,"Ruehl, Saskia; Thompson, Charlie E. L.; Queiros, Ana M.; Widdicombe, Stephen",,,,,"Ruhl, Saskia/0000-0002-4650-6045",,,Intra-Annual Patterns in the Benthic-Pelagic Fluxes of Dissolved and Particulate Matter,,,,,,,,Frontiers in Marine Science,,,,7,,,,567193,Article No.: 567193,,10.3389/fmars.2020.567193,,,,NOV 26 2020,2020,"In coastal temperate environments, many processes known to affect the exchange of particulate and dissolved matter between the seafloor and the water column follow cyclical patterns of intra-annual variation. This study assesses the extent to which these individual short term temporal variations affect specific direct drivers of seafloor-water exchanges, how they interact with one another throughout the year, and what the resulting seasonal variation in the direction and magnitude of benthic-pelagic exchange is. Existing data from a multidisciplinary long-term time-series from the Western Channel Observatory, United Kingdom, were combined with new experimental and in situ data collected throughout a full seasonal cycle. These data, in combination with and contextualized by time-series data, were used to define an average year, split into five 'periods' (winter, pre-bloom, bloom, post-bloom, and autumn) based around the known importance of pelagic primary production and hydrodynamically active phases of the year. Multivariate analyses were used to identify specific sub-sets of parameters that described the various direct drivers of seafloor-water exchanges. Both dissolved and particulate exchange showed three distinct periods of significant flux during the year, although the specific timings of these periods and the cause-effect relationships to the direct and indirect drivers differed between the two types of flux. Dissolved matter exchange was dominated by an upward flux in the pre-bloom period driven by diffusion, then a biologically induced upward flux during the bloom and an autumn downward flux. The latter was attributable to the interactions of hydrodynamic and biological activity on the seafloor. Particulate matter exchanges exhibited a strongly hydrologically influenced upward flux during the winter, followed by a biologically induced downward flux during the bloom and a second period of downward flux throughout post-bloom and autumn periods. This was driven primarily through interactions between biological activity, and physical and meteorological drivers. The integrated, holistic and quantitative data-based analysis of intra-annual variability in benthic/pelagic fluxes presented in this study in a representative temperate coastal environment, demonstrates not only the various process' inter-connectivity, but also their relative importance to each other. Future investigations or modeling efforts of similar systems will benefit greatly from the relationships and baseline rules established in this study.",,,,,,,,,0,0,0,0,0,0,0,,,,2296-7745,,BIOSIS:PREV202100082497,,
J,"Bourgault, Marc-Andre; Larocque, Marie; Garneau, Michelle",,,,,"Larocque, Marie/0000-0001-9906-3535",,,How do hydrogeological setting and meteorological conditions influence water table depth and fluctuations in ombrotrophic peatlands?,,,,,,,,Journal of Hydrology X,,,,4,,,,100032,Article No.: 100032,,10.1016/j.hydroa.2019.100032,,,,JUL 2019,2019,"Peatlands are wetland ecosystems where net primary production exceeds organic matter decomposition. They are characterized by a near-surface water table controlled by a combination of internal and external processes, influenced by short-term meteorological and long-term climate variations among other factors. Site-specific conditions, such as peat hydrodynamic properties, surface vegetation patterns, and hydrogeological setting also substantially influence water table dynamics. The objective of this work was to characterize the influence of hydrogeological setting and meteorological conditions on water table depths (WTD) and on fluctuations therein in seven ombrotrophic peatlands in or near the St. Lawrence Lowlands (southern Quebec, Canada). Up-gradient, mid-gradient, and down-gradient locations were monitored in the seven peatlands, using dipwells with hourly WTD recordings. WTD was also monitored in the marginal minerotrophic zone found in three of the seven peatlands. Additionally, heads in the outflow (i.e., receiving diffused water from the peatland) and inflow (i.e., providing diffused water to the peatland) zones within the adjacent mineral deposits were monitored in seven and three peatlands respectively, using piezometers with hourly hydraulic head recordings. Hydraulic conductivities for the outflow zones ranged between 1.4*10(-7) and 8.5*10(-3) cm/s, whereas those of the inflow zones ranged between 5.6*10(-7) and 3.9*10(-6) cm/s. Evapotranspiration was shown to be the dominant factor controlling monthly cumulative water table decreases (MCD), while precipitation dominated the monthly cumulative water table increases (MCI). A strong correlation was found between mean peatland WTD and outflow zone hydraulic conductivity. Peatlands that were identified as being strongly connected with the adjacent mineral deposits in a diffuse underground outflow zone showed the greatest variations in water storage. This study highlights the importance of the connection between peatlands and adjacent mineral deposits in controlling WTD, as found for those located in the St. Lawrence Lowlands. The results show that water table fluctuations are strongly controlled by meteorological conditions, and that hydrogeological setting exerts a strong control on MCI and MCD. Moreover, this work shows that WTD in ombrotrophic peatlands is influenced by the hydraulic conductivity of the outflow zones, and confirms that aquifer - peatland connectivity influences peatland water storage variations, and therefore peatland vulnerability to disturbances in aquifer groundwater levels.",,,,,,,,,5,0,0,0,2,0,5,,,,2589-9155,,BIOSIS:PREV202100649773,,
J,"Istvanovics, Vera; Honti, Mark; Voros, Lajos; Kozma, Zsolt",,,,"Kozma, Zsolt/F-9341-2016; Honti, Mark/A-8410-2014","Kozma, Zsolt/0000-0002-1792-4109; Istvanovics, Vera/0000-0003-2433-1528",,,"Phytoplankton dynamics in relation to connectivity, flow dynamics and resource availability-the case of a large, lowland river, the Hungarian Tisza",,,,,,,,Hydrobiologia,,,,637,1,,,121,141,,10.1007/s10750-009-9991-6,,,,JAN 2010,2010,"Large lowland rivers with sufficient hydrological storage capacity are capable of supporting primary production, but the dynamics of the advecting phytoplankton is poorly understood. Our study aimed at exploring how longitudinal versus lateral connectivity, flow dynamics versus resource availability and continuous versus discontinuous environmental gradients shaped the species composition of phytoplankton. Samples were taken from February to October 2000 along the Hungarian Tisza River (HTR) and in its main tributaries. Longitudinal and seasonal patterns were related to resources (light and nutrients) availability and flow dynamics derived from a 1D hydrodynamic model. The HTR was autotrophic during the study period, but tributary input considerably exceeded net autochtonous production. The Szamos River was the major source of both phytoplankton and nutrients in the HTR. Chryso- and euglenophytes were flushed into the main river from floodplain oxbows during high discharge. Imported algae experienced discontinuity in environmental gradients when entering the main river. The merged impact areas of two dams (IAD) that separate the two large meandering patches of the HTR disrupted the longitudinal profiles of both physico-chemical variables and attributes of algal assemblages (biomass, species composition, richness, similarity between adjacent sampling sites). Hydraulic storage along the IAD selectively favoured the recruitment of cryptophytes that, however, could not compensate for the enhanced sedimentation of diatoms in terms of biomass. Although the meandering patches presented several small-scale differences in major environmental gradients, both patches supported the growth of planktonic diatoms. Changes in algal biomass were decoupled from nutrient availability. We conclude that various measures must be applied in various lowland rivers within the same catchment to control their trophic status as a component of the 'good ecological status' defined in the Water Framework Directive.",,,,,,,,,34,4,0,0,32,3,42,,,0018-8158,,,BIOSIS:PREV201000080091,,
J,"Weilhoefer, Christine L.; Pan, Yangdong; Eppard, Sara",,,,,,,,The effects of river floodwaters on floodplain wetland water quality and diatom assemblages,,,,,,,,Wetlands,,,,28,2,,,473,486,,10.1672/07-114.1,,,,JUN 2008,2008,"We investigated the effects of river floodpulses on the water chemistry and diatom assemblages in a floodplain wetland. During the two year study period (November 2003-September 2005), the river and wetland exhibited three periods of surface hydrologic connectivity. The impacts of flooding depended on flood magnitude and duration. Both the long/high magnitude and short/high magnitude floods thoroughly mixed river and wetland waters, with conductivity, total nitrogen, and total phosphorus in the wetland decreasing to levels similar to the river. In contrast, the short/low magnitude flood did not mix water chemistry. Wetland conductivity, total nitrogen, and total phosphorus remained elevated. Changes in algal biomass followed changes in water chemistry with the high magnitude floods producing conditions unfavorable for algal growth. Algal biomass decreased in the wetland coinciding with the two high magnitude floods. Increases in algal biomass coincided with the short/low magnitude flood. Wetland and river water column diatom assemblages were dominated by periphytic taxa. The diatom assemblage in the river and wetland were distinct, except during the short/high magnitude flood. During this period, floodwaters brought diatoms into the wetland and both systems were dominated by planktonic centric taxa. Similar diatom taxa were observed in the wetland water column assemblage and the assemblage collected in settling chambers, although their relative abundances varied. Shifts in the settling diatom assemblage coincided with periods of flooding, indicating that river floodwaters leave a discernable signal within this assemblage. Our findings indicate that caution should be exercised when using diatom-based bioassessment in frequently flooded wetlands as the wetland diatom assemblage is influenced by river floodwaters and changes may depend on the duration and magnitude of flooding.",,,,,,,,,28,1,0,0,20,0,29,,,0277-5212,1943-6246,,BIOSIS:PREV200800491563,,
J,"Suir, Glenn M.; Sasser, Charles E.",,,,,,,,Use of NDVI and Landscape Metrics to Assess Effects of Riverine Inputs on Wetland Productivity and Stability,,,,,,,,Wetlands,,,,39,4,,,815,830,,10.1007/s13157-019-01132-3,,,,AUG 2019,2019,"Alterations to Louisiana's river systems and local hydrology have resulted in reduced freshwater, sediment, and nutrient inputs to wetland landscapes, causing significant negative impacts on marsh productivity and stability. This study set out to assess regional- and basin-scale impacts of river connectivity and sediment availability on wetland productivity. Satellite data were used in conjunction with river discharge, river sediment concentration, and wetland accretion data to evaluate correlations between river connectivity and wetland productivity and stability. Significant correlations were observed between river connectivity and Normalized Difference Vegetation Index (NDVI) and Aggregation Index (AI) values across a 10 year period of analysis. Moderate correlations (r(2) = 0.51) between mean NDVI and AI values were observed for all wetland vegetation in coastal Louisiana. Middle Coast wetlands had the highest river connectivity and significantly higher aboveground productivity, spatial integrity, and wetland area. The Chenier Plain, with moderate sediment and nutrient inputs, consisted primarily of moderate productivity and integrity. The majority of the inactive Deltaic Plain, which is largely sediment deprived, consists of landscapes with the lowest wetland productivity and spatial integrity. This study linked wetland area, configuration, and productivity with river connectivity to provide an enhanced understanding of river and sediment importance for wetland stability and restoration.",,,,,,,,,1,0,0,0,0,0,1,,,0277-5212,1943-6246,,BIOSIS:PREV201900873918,,
J,"Larsen, Annegret; Larsen, Joshua R.; Lane, Stuart N.",,,,,,,,"Dam builders and their works: Beaver influences on the structure and function of river corridor hydrology, geomorphology, biogeochemistry and ecosystems.",,,,,,,,Earth-Science Reviews,,,,218,,,,103623,103623,,,,,,Jul 2021,2021,"Beavers (Castor fiber, Castor canadensis) are one of the most influential mammalian ecosystem engineers, heavily modifying river corridor hydrology, geomorphology, nutrient cycling, and ecosystems. As an agent of disturbance, they achieve this first and foremost through dam construction, which impounds flow and increases the extent of open water, and from which all other landscape and ecosystem impacts follow. After a long period of local and regional eradication, beaver populations have been recovering and expanding throughout Europe and North America, as well as an introduced species in South America, prompting a need to comprehensively review the current state of knowledge on how beavers influence the structure and function of river corridors. Here, we synthesize the overall impacts on hydrology, geomorphology, biogeochemistry, and aquatic and terrestrial ecosystems. Our key findings are that a complex of beaver dams can increase surface and subsurface water storage, modify the reach scale partitioning of water budgets, allow site specific flood attenuation, alter low flow hydrology, increase evaporation, increase water and nutrient residence times, increase geomorphic heterogeneity, delay sediment transport, increase carbon, nutrient and sediment storage, expand the extent of anaerobic conditions and interfaces, increase the downstream export of dissolved organic carbon and ammonium, decrease the downstream export of nitrate, increase lotic to lentic habitat transitions and aquatic primary production, induce 'reverse' succession in riparian vegetation assemblages, and increase habitat complexity and biodiversity on reach scales. We then examine the key feedbacks and overlaps between these changes caused by beavers, where the decrease in longitudinal hydrologic connectivity create ponds and wetlands, transitions between lentic to lotic ecosystems, increase vertical hydraulic exchange gradients, and biogeochemical cycling per unit stream length, while increased lateral connectivity will determine the extent of open water area and wetland and littoral zone habitats, and induce changes in aquatic and terrestrial ecosystem assemblages. However, the extent of these impacts depends firstly on the hydro-geomorphic landscape context, which determines the extent of floodplain inundation, a key driver of subsequent changes to hydrologic, geomorphic, biogeochemical, and ecosystem dynamics. Secondly, it depends on the length of time beavers can sustain disturbance at a given site, which is constrained by top down (e.g. predation) and bottom up (e.g. competition) feedbacks, and ultimately determines the pathways of river corridor landscape and ecosystem succession following beaver abandonment. This outsized influence of beavers on river corridor processes and feedbacks is also fundamentally distinct from what occurs in their absence. Current river management and restoration practices are therefore open to re-examination in order to account for the impacts of beavers, both positive and negative, such that they can potentially accommodate and enhance the ecosystem engineering services they provide. It is hoped that our synthesis and holistic framework for evaluating beaver impacts can be used in this endeavor by river scientists and managers into the future as beaver populations continue to expand in both numbers and range.",,,,,,,,,1,0,0,0,1,0,1,,,0012-8252,,,ZOOREC:ZOOR15708056525,,
J,"Espanol, Cecilia; Gallardo, Belinda; Rosa Pino, M.; Martin, Ana; Comin, Francisco A.",,,,"Pino, Rosa/ABG-3161-2020; Gallardo, Belinda/H-9038-2013","Gallardo, Belinda/0000-0002-1552-8233; Pino-Otin, Maria Rosa/0000-0002-3186-1722",,,Is net ecosystem production higher in natural relative to constructed wetlands?,,,,,,,,Aquatic Sciences,,,,75,3,,,385,397,,10.1007/s00027-012-0284-1,,,,JUL 2013,2013,"Ecosystem metabolism is an important measure of wetland restoration efficiency, and serves to indicate if the system is capable of processing energetic resources. Despite its value, ecosystem metabolism has rarely been included in monitoring programs. In this study, we aimed to achieve the following objectives: (i) compare net ecosystem production (NEP) rates of constructed vs. natural wetlands; (ii) identify the highest NEP rate habitats; and (iii) define the main environmental factors regulating NEP in different wetland types. Pelagic and benthic NEP rates and physicochemical features were measured in three natural and five constructed wetlands in the middle Ebro River floodplain (NE Spain). Statistical analyses showed pelagic NEP rates peaked in natural wetlands, which produced up to 187.5 mg C m(-3) h(-1) compared to lower rates in constructed wetlands (up to 46.2 mg C m(-3) h(-1)). Pelagic NEP responded positively to temperature, total dissolved solids, and nutrients. Benthic NEP rates were 3 to 30-fold greater than pelagic in natural (up to 994.9 mg C m(-3) h(-1)) and constructed (up to 1,551.5 mg C m(-3) h(-1)) wetlands, and were heavily influenced by habitat type, with NEP peaking in areas dominated by submerged vegetation and fine organic sediment. Rapid recovery in aquatic communities (i. e. macroinvertebrate diversity) has been previously reported for the studied wetlands; however, our study suggests a slower recovery of functional processes (i.e. pelagic NEP) in constructed habitats. We therefore strongly advocate the inclusion of ecosystem function in the design and evaluation of restoration projects to optimise long-term wetland ecosystem sustainability.",,,,,,,,,4,0,0,0,4,0,4,,,1015-1621,1420-9055,,BIOSIS:PREV201300666722,,
J,"Kominoski, John S.; Gaiser, Evelyn E.; Castaneda-Moya, Edward; Davis, Stephen E.; Dessu, Shimelis B.; Julian, Paul, II; Lee, Dong Yoon; Marazzi, Luca; Rivera-Monroy, Victor H.; Sola, Andres; Stingl, Ulrich; Stumpf, Sandro; Surratt, Donatto; Travieso, Rafael; Troxler, Tiffany G.",,,,"Gaiser, Evelyn/ABG-2507-2020; Julian, Paul/ABB-5826-2020","Gaiser, Evelyn/0000-0003-2065-4821; Julian, Paul/0000-0002-7617-1354; Castaneda, Edward/0000-0001-7759-4351; Kominoski, John/0000-0002-0978-3326",,,Disturbance legacies increase and synchronize nutrient concentrations and bacterial productivity in coastal ecosystems,,,,,,,,Ecology (Washington D C),,,,101,5,,,,,,10.1002/ecy.2988,,,,MAY 2020,2020,"Long-term ecological research can resolve effects of disturbance on ecosystem dynamics by capturing the scale of disturbance and interactions with environmental changes. To quantify how disturbances interact with long-term directional changes (sea-level rise, freshwater restoration), we studied 17 yr of monthly dissolved organic carbon (DOC), total nitrogen (TN), and phosphorus (TP) concentrations and bacterioplankton productivity across freshwater-to-marine estuary gradients exposed to multiple disturbance events (e.g., droughts, fire, hurricanes, and low-temperature anomalies) and long-term increases in water levels. By studying two neighboring drainages that differ in hydrologic connectivity, we additionally tested how disturbance legacies are shaped by hydrologic connectivity. We predicted that disturbance events would interact with long-term increases in water levels in freshwater and marine ecosystems to increase spatiotemporal similarity (i.e., synchrony) of organic matter, nutrients, and microbial activities. Wetlands along the larger, deeper, and tidally influenced Shark River Slough (SRS) drainage had higher and more variable DOC, TN, and TP concentrations than wetlands along the smaller, shallower, tidally restricted Taylor River Slough/Panhandle (TS/Ph) drainage. Along SRS, DOC concentrations declined with proximity to coast, and increased in magnitude and variability following drought and flooding in 2015 and a hurricane in 2017. Along TS/Ph, DOC concentrations varied by site (higher in marine than freshwater wetlands) but not year. In both drainages, increases in TN from upstream freshwater marshes occurred following fire in 2008 and droughts in 2010 and 2015, whereas downstream increases in TP occurred with coastal storm surge from hurricanes in 2005 and 2017. Decreases in DOC:TN and DOC:TP were explained by increased TN and TP. Increases in bacterioplankton productivity occurred throughout both drainages following low-temperature events (2010 and 2011) and a hurricane (2017). Long-term TN and TP concentrations and bacterioplankton productivity were correlated (r > 0.5) across a range of sampling distances (1-50 km), indicating spatiotemporal synchrony. DOC concentrations were not synchronized across space or time. Our study advances disturbance ecology theory by illustrating how disturbance events interact with long-term environmental changes and hydrologic connectivity to determine the magnitude and extent of disturbance legacies. Understanding disturbance legacies will enhance prediction and enable more effective management of rapidly changing ecosystems.",,,,,,,,,4,0,0,0,2,0,4,,,0012-9658,1939-9170,,BIOSIS:PREV202000485050,31958144,
J,"Nano, Catherine E. M.; Pavey, Chris R.",,,,"Nano, Catherine/AAS-8402-2020; Pavey, Chris/D-7209-2011; Nano, Catherine/AAX-3089-2020; Pavey, Chris/AAT-6315-2020","Pavey, Chris/0000-0003-2162-8019",,,"Refining the 'pulse-reserve' model for arid central Australia: Seasonal rainfall, soil moisture and plant productivity in sand ridge and stony plain habitats of the Simpson Desert",,,,,,,,Austral Ecology,,,,38,"7, Sp. Iss. SI",,,741,753,,10.1111/aec.12036,,,,NOV 2013,2013,"In dry ecosystems, water supply is highly variable in time and space, occurring either as short pulses of shallow soil water or long phases of deep soil water. There may be correspondence between hierarchical soil water pulses and hierarchical biological responses, but this has not been directly tested for arid Australia. We compared plant community responses to an isolated short rain pulse (about 130mm, November 2008) versus the start, mid and later stages of an extended high rainfall phase (about 540mm, February 2010 to March 2011) at a site on the western edge of the Simpson Desert. We sampled across contrasting habitats: tall longitudinal sand ridges and adjacent stony clay plains (gibber). Thus, we compared responses to spatially variable soil moisture availability (sand vs. clay soil; run-off/on relief) and temporally variable rainfall supply. Our results supported the hierarchical resource pulse-biological response concept for dry ecosystems, with the short and long rainfall phases modulating distinct responses among functional types. Shallow-rooted annual grasses showed an equivalent positive response to the isolated pulse as to the first pulse of the high rain phase; whereas short-lived forbs, longer-lived (2-3 years) grasses and persistent forbs had peak abundance during the high rainfall phase. Perennial grass and shrub productivity did not change over time, though there was a distinct trend towards heightened sexual reproduction at the mid-late stages of the high rain phase. We also found that species seasonal growth tendencies were pronounced, and that spatial aspects of moisture availability resulted in different composition patterns at the habitat scale with the gibber and sand ridge sites showing strong and weak correspondence with temporal rainfall patterning respectively. Thus, we confirm that plant productivity models for this region should include the effects of rainfall connectivity and soil texture as well as species seasonal growth constraints and rooting attributes.",,,,,,,,,46,0,0,0,39,0,47,,,1442-9985,1442-9993,,BIOSIS:PREV201300783895,,
J,"Schemel, Laurence Edward; Sommer, Ted R.; Muller-Solger, Anke B.; Harrell, William C.",,,,,,,,"Hydrologic variability, water chemistry, and phytoplankton biomass in a large floodplain of the Sacramento River, CA, U.S.A.",,,,,,,,Hydrobiologia,,,,513,1-3,,,129,139,,10.1023/B:hydr.0000018178.85404.1c,,,,"February 1, 2004",2004,"The Yolo Bypass, a large, managed floodplain that discharges to the headwaters of the San Francisco Estuary, was studied before, during, and after a single, month-long inundation by the Sacramento River in winter and spring 2000. The primary objective was to identify hydrologic conditions and other factors that enhance production of phytoplankton biomass in the floodplain waters. Recent reductions in phytoplankton have limited secondary production in the river and estuary, and increased phytoplankton biomass is a restoration objective for this system. Chlorophyll a was used as a measure of phytoplankton biomass in this study. Chlorophyll a concentrations were low (<4 mug l-1) during inundation by the river when flow through the floodplain was high, but concentrations rapidly increased as river inflow decreased and the floodplain drained. Therefore, hydrologic conditions in the weeks following inundation by river inflow appeared most important for producing phytoplankton biomass in the floodplain. Discharges from local streams were important sources of water to the floodplain before and after inundation by the river, and they supplied dissolved inorganic nutrients while chlorophyll a was increasing. Discharge from the floodplain was enriched in chlorophyll a relative to downstream locations in the river and estuary during the initial draining and later when local stream inflows produced brief discharge pulses. Based on the observation that phytoplankton biomass peaks during drainage events, we suggest that phytoplankton production in the floodplain and biomass transport to downstream locations would be higher in years with multiple inundation and draining sequences.",,,,,,,,,56,2,0,0,46,1,60,,,0018-8158,,,BIOSIS:PREV200400273679,,
