Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id,
J,"Tockner, Klement; Pennetzdorfer, Doris; Reiner, Niko; Schiemer, Fritz; Ward, J. V.",,,,"Tockner, Klement/G-9265-2011","Tockner, Klement/0000-0002-0038-8151",,,"Hydrological connectivity, and the exchange of organic matter and nutrients in a dynamic river-floodplain system (Danube, Austria)",,,,,,,,Freshwater Biology,,,,41,3,,,521,535,,10.1046/j.1365-2427.1999.00399.x,,,,"May, 1999",1999,"1. The relationship between hydrological connectivity, and the exchange processes of suspended sediments, organic matter and nutrients (NO3-N) was investigated in a dynamically connected river-floodplain segment of the Danube over a 15-month period in 1995 and 1996 in the Alluvial Zone National Park, Austria. 2. Based on water level dynamics and water retention times, three phases of river-floodplain connectivity were identified: disconnection (phase I), seepage inflow (phase II) and upstream surface connection (phase III). The frequency of occurrence of these phases was 67.5%, 29.3% and 3.2%, respectively, during the study period. 3. A conceptual model is presented linking hydrological connectivity with ecological processes. Generally, the floodplain shifts from a closed and mainly biologically controlled ecosystem during phase I to an increasingly open and more hydrologically controlled system during phases II and III. Phase I, with internal processes dominating, is designated the 'biotic interaction phase'. 4. Phase II, with massive nutrient inputs to the floodplain yet relatively high residence times, and therefore, high algal biomass, is classified as the 'primary production phase'. This demonstrates that water level fluctuations well below bankfull may considerably enhance floodplain productivity. 5. Finally, since transport of particulate matter is mainly restricted to short flood pulses above bankfull level, phase III has been defined as the 'transport phase'. 6. The floodplain served as a major sink for suspended sediments (250 mt ha-1 year-1), FPOM (96 mt ha-1 year-1), particulate organic carbon (POC; 2.9 mt ha-1 year-1) and nitrate-nitrogen (0.96 mt ha-1 year-1), but was a source for dissolved organic carbon (DOC; 240 kg ha-1 year-1), algal biomass (chlorophyll-a; 0.5 kg ha-1 year-1) and CPOM (21 kg ha-1 year-1). Considerable quantities of DOC and algal biomass were exported to the river channel during phase II, whereas particulate matter transport was largely restricted to the short floods of phase III. 7. The Danube Restoration Project will create a more gradual change between the individual phases by increasing hydrological connectivity between the river channel and the floodplain, and is predicted to enhance productivity by maintaining a balance between retention and export of nutrients and organic matter.",,,,,,,,,390,1,1,0,314,6,409,,,0046-5070,,,BIOSIS:PREV199900344294,,
J,"Caglierani Casanova, Silvia Maria; Panarelli, Eliana Aparecida; Henry, Raoul",,,,"Henry, Raoul/C-4359-2012",,,,"Rotifer abundance, biomass, and secondary production after the recovery of hydrologic connectivity between a river and two marginal lakes (Sao Paulo, Brazil)",,,,,,,,Limnologica,,,,39,4,,,292,301,,10.1016/j.limno.2009.06.008,,,,DEC 2009,2009,"Rotifera density, biomass, and secondary production on two marginal lakes of Paranapanema River were compared after the recovery of hydrologic connectivity with the river (Sao Paulo State, Brazil). Daily samplings were performed in limnetic zone of both lakes during the rainy season immediately after lateral inflow of water and, in the dry period, six months after hydrologic connectivity recovery. In order to identify the factors that affect rotifer population dynamics, lake water level, volume, depth, temperature, transparency, dissolved oxygen, pH, alkalinity, conductivity, suspended solids, nutrients, and chlorophyll-a were determined. Variations of water physical and chemical factors that affect rotifer population were related to the lake-river degree of connection and to water level rising after drought. The water lateral inflow from the river resulted in an increase in lake water volume, depth, and transparency and a decrease in water pH, alkalinity, and suspended solids. The lake with the wider river connection, more frequent biota exchange, and larger amount of particulate and dissolved materials was richer and more diverse, while rotifer density, biomass, and productivity were lower in both periods studied. Density, biomass, and secondary production were higher in the lake with the smaller river connection and the higher physical and chemical stability. Our results show that the connectivity affects the limnological stability, associated to seasonality. Stable conditions, caused by low connectivity in dry periods, were related with high density, biomass and secondary production. Conversely, instability conditions in rainy periods were associated to elevated richness and diversity values, caused by exchange biota due to higher connectivity. (C) 2008 Elsevier GmbH. All rights reserved.",,,,,,,,,27,1,0,0,25,2,32,,,0075-9511,1873-5851,,BIOSIS:PREV201000044138,,
J,"Kelly, Leah A.; Hassall, Christopher",,,,"Hassall, Christopher/H-2469-2013","Hassall, Christopher/0000-0002-3510-0728; Kelly, Leah/0000-0002-3939-4567",,,The spatial ecology of phytoplankton blooms in UK canals,,,,,,,,Inland Waters,,,,8,4,,,422,433,,10.1080/20442041.2018.1482152,,,,2018,2018,"Environmental change is expected to increase the frequency and severity of problems caused by harmful algal blooms. We investigated the ecology of phytoplankton blooms in UK canals to determine the environmental predictors and spatial structure of bloom communities. The results revealed a significant increase in bloom presence with increasing elevation. As predicted, higher temperatures were associated with a greater probability of blooms, but the relationship between temperature and bloom occurrence changed across landscapes. At the minimum level of agricultural land, the probability of bloom presence increased with increasing temperature. Conversely, at the maximum level, the probability decreased with increasing temperature. This pattern could be due to higher temperatures increasing phytoplankton growth rates despite lower nutrient concentrations at low levels of agricultural land, and nutrient depletion by rapidly growing blooms at high levels of agricultural land and temperatures. Community composition exhibited spatial autocorrelation; nearby blooms were more similar than distant blooms. Hydrological distances through the canal network showed a stronger association with community dissimilarity than Euclidean distances, suggesting a role for hydrological connectivity in driving bloom formation and composition. This new knowledge regarding canal phytoplankton bloom origin and ecology could help inform measures to inhibit bloom formation.",,,,,,,,,3,0,0,0,3,0,3,,,2044-2041,2044-205X,,BIOSIS:PREV201900249102,,
J,"Waterhouse, Jane; Brodie, Jon; Lewis, Stephen; Audas, Donna-marie",,,,"Lewis, Stephen/P-7205-2016","Lewis, Stephen/0000-0002-6929-6626",,,"Land-sea connectivity, ecohydrology and holistic management of the Great Barrier Reef and its catchments: time for a change",,,,,,,,Ecohydrology & Hydrobiology,,,,16,1,,,45,57,,10.1016/j.ecohyd.2015.08.005,,,,FEB 2016,2016,"The Great Barrier Reef (GBR) is an iconic and highly valued ecosystem in Queensland, Australia that is recognised internationally for its natural and cultural values. The coastal and marine ecosystems of the GBR are interconnected with the adjacent catchment area through hydrological connections. However, many GBR ecosystems are in a poor state, driven by several factors including a highly modified catchment. Land use changes over the last 160 years have led to development of agricultural land uses, modification of the coastal floodplains and loss of freshwater wetlands, and disruption of drainage and hydrological connections. These ecohydrological changes have led to declining water quality in catchment waterways and increases in the loads of pollutants that are delivered to the GBR, which predominantly occurs in wet season rainfall events. The Australian and State governments have recognised the need to address water quality issues for the GBR through management of the catchments, however, the management strategies adopted to date are largely associated with improvement of agricultural management practices and are not likely to be enough to maintain or restore the health of the GBR ecosystems. Future management strategies need to take into the account the need to protect, maintain and restore coastal ecosystems, system functions and land-sea connectivity if the values of the GBR are to be retained in the long term. Crown Copyright (C) 2015 Published by Elsevier Sp. z o.o. on behalf of European Regional Centre for Ecohydrology of the Polish Academy of Sciences. All rights reserved.",,,,,,,,,37,0,0,0,25,0,37,,,1642-3593,2080-3397,,BIOSIS:PREV201600355877,,
J,"Bolpagni, Rossano; Laini, Alex; Mutti, Tiziana; Viaroli, Pierluigi; Bartoli, Marco",,,,"Bolpagni, Rossano/Q-7053-2018; Laini, Alex/W-8628-2019","Bolpagni, Rossano/0000-0001-9283-2821; Laini, Alex/0000-0002-3458-7538",,,Connectivity and habitat typology drive CO2 and CH4 fluxes across land-water interfaces in lowland rivers,,,,,,,,Ecohydrology,,,,12,1,,,e2036,Article No.: e2036,,10.1002/eco.2036,,,,JAN 2019,2019,"Lowland rivers are assumed to be a net source of carbon dioxide (CO2) and methane (CH4). However, little is known about the contribution of marginal permanent and temporary riverine aquatic systems to river carbon metabolism. Elevation, in relation to flooding, hydro-morphological, and ecological features of such habitats, can affect the gas fluxes across the water-atmosphere interfaces and the periodically air-exposed riverbeds. This hypothesis was investigated in the lowland sector of the Po River (Northern Italy) from May to September 2008. Five different aquatic habitats were considered: the main river course; a backwater habitat; and three lateral lentic waterbodies-an oxbow and two quarry lakes of different age. The water mass was always CO2 and CH4 supersaturated, and gas fluxes were from the water to the atmosphere. In the highly dynamic river course and backwaters, CO2 emission rates were nearly one order of magnitude greater than in the lentic and hypoxic oxbow and quarry lakes. By contrast, CH4 fluxes peaked in the lentic, deeper, and permanent water bodies. At sediment-atmosphere interfaces, the CO2 emissions increased along an organic matter, a water saturation, and a chlorophyll a gradient, attaining the maximum rates in the periodically air-exposed riverbed and marginal sandy sediments. These differences in gas fluxes resulted from either the submersion persistence or the alternation of submersion and emersion phases, which were ultimately due to the gap between elevation and river water variations. All this stresses the critical role of marginal aquatic habitats for river C budget.",,,,,,,,,3,1,0,0,1,0,4,,,1936-0584,1936-0592,,BIOSIS:PREV201900212838,,
J,"Raffoul, M. H.; Enanga, E. M.; Senar, O. E.; Creed, I. F.; Trick, C. G.",,,,"Creed, Irena/L-8810-2013","Creed, Irena/0000-0001-8199-1472",,,"Assessing the potential health risk of cyanobacteria and cyanotoxins in Lake Naivasha, Kenya",,,,,,,,Hydrobiologia,,,,847,4,,,,,,10.1007/s10750-019-04167-z,,,,FEB 2020,2020,"This study discerned the causes of cyanobacteria blooms in Lake Naivasha (Kenya). We hypothesized that phytoplankton and cyanobacteria biomass respond to hydrologic cycles, peaking during the wet season, and that microcystin (MC) concentrations are highest following the bloom collapse. Hydrologic loading (inferred from rainfall and lake level changes) and phytoplankton responses in two basins of the lake were monitored over a wet season followed by a dry season between September 2010 and March 2011. Results show that both phytoplankton and cyanobacteria biomass peaked in both basins during the wet season, with associated peaks in particulate MC concentrations. Even though phytoplankton and cyanobacteria biomass were higher in the smaller deep basin, MC concentrations were lower than in the large shallow basin. The high-MC levels during the wet season were followed by a greater MC production per cyanobacteria biomass unit in the dry season in both basins. The timing of the cyanobacteria bloom suggests that its formation was likely controlled by large nutrient influxes from the contributing catchment to the lake associated with intense rainfall following an intense drought, posing a risk to the health of the community due to increased MC levels.",,,,,,,,,2,0,0,0,2,0,2,,,0018-8158,1573-5117,,BIOSIS:PREV202000258289,,
J,"Massicotte, Philippe; Frenette, Jean-Jacques",,,,,"Massicotte, Philippe/0000-0002-5919-4116",,,Spatial connectivity in a large river system: resolving the sources and fate of dissolved organic matter,,,,,,,,Ecological Applications,,,,21,7,,,2600,2617,,10.1890/10-1475.1,,,,OCT 2011,2011,"Large rivers are generally heterogeneous and productive systems that receive important inputs of dissolved organic matter (DOM) from terrestrial and in situ sources. Thus, they are likely to play a significant role in the biogeochemical cycling of the DOM flowing to the oceans. The asymmetric spatial gradient driven by directional flow and environmental heterogeneity contributes to the fate of DOM flowing downstream. Yet, the relative effects of spatial connectivity and environmental heterogeneity on DOM dynamics are poorly understood. For example, since environmental variables show spatial heterogeneity, the variation explained by environmental and spatial variables may be redundant. We used the St. Lawrence River (SLR) as a representative large river to resolve the unique influences of environmental heterogeneity and spatial connectivity on DOM dynamics. We used three-dimensional fluorescence matrices combined with parallel factor analysis (PARAFAC) to characterize the DOM pool in the SLR. Seven fluorophores were modeled, of which two were identified to be of terrestrial origin and three from algal exudates. We measured a set of environmental variables that are known to drive the fate of DOM in aquatic systems. Additionally, we used asymmetric eigenvector map (AEM) modeling to take spatial connectivity into account. The combination of spatial and environmental models explained 85% of the DOM variation. We show that spatial connectivity is an important driver of DOM dynamics, as a large fraction of environmental heterogeneity was attributable to the asymmetric spatial gradient. Along the longitudinal axis, we noted a rapid increase in dissolved organic carbon (DOC), mostly controlled by terrestrial input of DOM originating from the tributaries. Variance partitioning demonstrated that freshly produced protein-like DOM was found to be the preferential substrate for heterotrophic bacteria undergoing rapid proliferation, while humic-like DOM was more correlated to the diffuse attenuation coefficient of UVA radiation.",,,,,,,,,44,6,0,0,37,0,49,,,1051-0761,1939-5582,,BIOSIS:PREV201200002982,22073647,
J,"Steinman, Alan D.; Ogdahl, Mary E.; Wessell, Kelly; Biddanda, Bopi; Kendall, Scott; Nold, Stephen",,,,"Steinman, Alan/B-8723-2014; Biddanda, Bopaiah/AAB-1705-2019","Steinman, Alan/0000-0002-4886-4305; Biddanda, Bopaiah/0000-0002-9642-3379",,,Periphyton response to simulated nonpoint source pollution: local over regional control,,,,,,,,Aquatic Ecology,,,,45,4,,,439,454,,10.1007/s10452-011-9366-8,,,,NOV 2011,2011,"We investigated functional and structural responses of periphyton communities to simulated nonpoint source (NPS) pollution over a 2-year period. Periphyton communities were examined in three unique but hydrologically connected habitats in the lower Muskegon River: river, wetland, and lake. Our study addressed several major questions: (1) what are the effects of nonpoint source pollutants on periphyton structure and function, (2) to what degree do environmental conditions, including the pollutant delivery system and hydrologic conditions, affect periphyton response, and (3) do periphyton communities show synchronous responses to nonpoint source pollution? Nutrients were added over a 21-day period in each of the four seasons over 2 years. The effect of road salt on metabolism was evaluated in the winter and spring seasons in the river habitat only. In general, the periphyton community showed complex responses to the NPS amendments, but there was little evidence of nutrient limitation in this system based on community structure, biomass accrual, metabolism, or alkaline phosphatase activity. This result was unexpected given the relatively low ambient concentrations of phosphorus. We discuss the possibilities that nutrient delivery was ineffective or that herbivory and/or irradiance might have constrained periphyton growth, but ultimately conclude that our results suggest that periphyton communities in the lower Muskegon River watershed were (1) nutrient-replete, (2) tolerant of short-term salt additions, and (3) influenced more by local conditions (habitat) than by regional (watershed) factors. In systems where nonpoint source pollutant delivery is diffuse and hydrologic residence time is short, the influence of nonpoint source pollutants on periphyton may be either modest or too difficult to detect using traditional endpoints.",,,,,,,,,12,0,0,0,10,0,12,,,1386-2588,1573-5125,,BIOSIS:PREV201100740998,,
J,"Chow, Wah Soon; Kim, Eun-Ha; Horton, Peter; Anderson, Jan M.",,,,"Horton, Peter/A-3958-2012; Chow, Wah Soon/D-2010-2009","Horton, Peter/0000-0002-6095-1460; ",,,Granal stacking of thylakoid membranes in higher plant chloroplasts: the physicochemical forces at work and the functional consequences that ensue,,,,,,,,Photochemical & Photobiological Sciences,,,,4,12,,,1081,1090,,10.1039/b507310n,,,,DEC 2005,2005,"The formation of grana in chloroplasts of higher plants is examined in terms of the subtle interplay of physicochemical forces of attraction and repulsion. The attractive forces between two adjacent membranes comprise (1) van der Waals attraction that depends on the abundance and type of atoms in each membrane, on the distance between the membranes and on the dielectric constant, (2) depletion attraction that generates local order by granal stacking at the expense of greater disorder (i.e. entropy) in the stroma, and (3) an electrostatic attraction of opposite charges located on adjacent membranes. The repulsive forces comprise (1) electrostatic repulsion due to the net negative charge on the outer surface of thylakoid membranes, (2) hydration repulsion that operates at small separations between thylakoid membranes due to layers of bound water molecules, and (3) steric hindrance due to bulky protrusions of Photosystem I (PSI) and ATP synthase into the stroma. In addition, specific interactions may occur, but they await experimental demonstration. Although grana are not essential for photosynthesis, they are ubiquitous in higher plants. Grana may have been selected during evolution for the functional advantages that they confer on higher plants. The functional consequences of grana stacking include (1) enhancement of light capture through a vastly increased area-to-volume ratio and connectivity of several PSIIs with large functional antenna size, (2) the ability to control the lateral separation of PSI from PSII and, therefore, the balanced distribution of excitation energy between two photosystems working in series, (3) the reversible fine-tuning of energy distribution between the photosystems by State 1-State 2 transitions, (4) the ability to regulate light-harvesting via controlled thermal dissipation of excess excitation energy, detected as non-photochemical quenching, (5) dynamic flexibility in the light reactions mediated by a granal structure in response to regulation by a trans-thylakoid pH gradient, (6) delaying the premature degradation of D1 and D2 reaction-centre protein(s) in PSII by harbouring photoinactived PSIIs in appressed granal domains, (7) enhancement of the rate of non-cyclic synthesis of adenosine triphosphate (ATP) as well as the regulation of non-cyclic vs. cyclic ATP synthesis, and (8) the potential increase of photosynthetic capacity for a given composition of chloroplast constituents in full sunlight, concomitantly with enhancement of photochemical efficiency in canopy shade. Hence chloroplast ultrastructure and function are intimately intertwined.",,,,,,,,,110,3,0,0,102,0,114,,,1474-905X,1474-9092,,BIOSIS:PREV200600205047,16307126,
J,"MacKinnon, Brett D.; Sagin, Jay; Baulch, Helen M.; Lindenschmidt, Karl-Erich; Jardine, Timothy D.",,,,"Sagin, Jay/F-7522-2013","Sagin, Jay/0000-0002-0386-888X; Jardine, Timothy/0000-0002-5917-9792; Baulch, Helen/0000-0001-9018-4998",,,"Influence of hydrological connectivity on winter limnology in floodplain lakes of the Saskatchewan River Delta, Saskatchewan",,,,,,,,Canadian Journal of Fisheries and Aquatic Sciences,,,,73,1,,,140,152,,10.1139/cjfas-2015-0210,,,,JAN 2016,2016,"Globally, hydrological connectivity between rivers and their floodplains has been reduced by river flow management and land transformation. The Saskatchewan River Delta is North America's largest inland delta and a hub for fish and fur production. To determine the influence of connectivity on limnology within this northern floodplain, water chemistry and stable isotopes (delta O-18 and delta H-2) were analyzed during the winter of 2014 in 26 shallow lakes along a hydrological gradient. A total of five lake connectivity categories were determined by optical remote sensing imagary of surface water coverage area from years of varying flood intensities. Accuracy of categories was verified by degree of O-18 and H-2 enrichment within lakes. Both isotopes showed marked successional enrichment between connectivity categories, with more isolated lakes exhibiting greater enrichment. Water chemistry in lakes with greater connectivity to the main channel were characterized by higher pH, dissolved oxygen, nitrates, and sulfates and lower total nitrogen, total phosphorus, and ammonium compared with more isolated lakes. These findings illustrate how connectivity influences water chemistry in northern floodplain lakes and how it might determine the suitability of these lakes as winter refuge for fishes. Additionally, our study provides supporting evidence for the effective use of optical remote sensing imagery, an inexpensive and accessible source of data for researchers, when determining connectivity characteristics of large northern floodplain systems. Additionally, this study provides further evidence that the inundation of floodplain lakes by river water during peak discharge has an impact on the conditions within the lakes long into the winter ice-cover season. Understanding the year-round influence of river-floodplain connection is imperative for assessing potential impacts of climate change and future water regulation on such ecosystems.",,,,,,,,,12,0,0,0,6,0,12,,,0706-652X,1205-7533,,BIOSIS:PREV201600234351,,
J,"Cook, April B.; Bernard, Andrea M.; Boswell, Kevin M.; Bracken-Grissom, Heather; D'Elia, Marta; DeRada, Sergio; Easson, Cole G.; English, David; Eytan, Ron, I; Frank, Tamara; Hu, Chuanmin; Johnston, Matthew W.; Judkins, Heather; Lembke, Chad; Lopez, Jose, V; Milligan, Rosanna J.; Moore, Jon A.; Penta, Bradley; Pruzinsky, Nina M.; Quinlan, John A.; Richards, Travis M.; Romero, Isabel C.; Shivji, Mahmood S.; Vecchione, Michael; Weber, Max D.; Wells, R. J. David; Sutton, Tracey T.",,,,"Sutton, Tracey/AAW-7644-2021","Sutton, Tracey/0000-0002-5280-7071",,,A Multidisciplinary Approach to Investigate Deep-Pelagic Ecosystem Dynamics in the Gulf of Mexico Following Deepwater Horizon,,,,,,,,Frontiers in Marine Science,,,,7,,,,548880,Article No.: 548880,,10.3389/fmars.2020.548880,,,,DEC 29 2020,2020,"The pelagic Gulf of Mexico (GoM) is a complex system of dynamic physical oceanography (western boundary current, mesoscale eddies), high biological diversity, and community integration via diel vertical migration and lateral advection. Humans also heavily utilize this system, including its deep-sea components, for resource extraction, shipping, tourism, and other commercial activity. This utilization has had impacts, some with disastrous consequences. The Deepwater Horizon oil spill (DWHOS) occurred at a depth of similar to 1500 m (Macondo wellhead), creating a persistent and toxic mixture of hydrocarbons and dispersant in the deep-pelagic (water column below 200 m depth) habitat. In order to assess the impacts of the DWHOS on this habitat, two large-scale research programs, described herein, were designed and executed. These programs, ONSAP and DEEPEND, aimed to quantitatively characterize the oceanic ecosystem of the northern GoM and to establish a time-series with which natural and anthropogenic changes could be detected. The approach was multi-disciplinary in nature and included in situ sampling, acoustic sensing, water column profiling and sampling, satellite remote sensing, AUV sensing, numerical modeling, genetic sequencing, and biogeochemical analyses. The synergy of these methodologies has provided new and unprecedented perspectives of an oceanic ecosystem with respect to composition, connectivity, drivers, and variability.",,,,,,,,,4,0,0,0,2,0,4,,,,2296-7745,,BIOSIS:PREV202100204670,,
