"ID","connectivity_type","connectivity_measure","seasonal_code","repeats_code","chlorophyll","country","watershed","water_body_type","basin_size","site_size","water_body_size","latitude","longitude","year","seasonality","seasons","study_type","connectivity","lateral","longitudinal","hyporheic","spatial","temporal_def","temporal","connectivity_process","connectivity_quantitative","connectivity_metric","connectivity_def","predictors","responses","primary_productivity_metric","chlorophyll_method","chlorophyll_response","p_value","food_web","mean","sd","n","data_published","data_figure","data_analysis_method","include_exclude","notes","regulated","cc_notes","meta_analysis","include_exclude_reason"
"chl_70","0","g","n","n",NA,"USA","USA","lakes",NA,"large","large","N",NA,"not reported","N",NA,"data","N","N","N","N","N",NA,"N","lake connectivity for on and off catchments","N",NA,NA,NA,"none","none",NA,"none","N","N","N","N","N","N","Y","GIS, random forest","N","data paper about lakes dataset, not useable","no","data paper, not applicable","N","this is a dataset description, with some description of connectivity but not much"
"pro_5","1","a","n","n",NA,"USA","Rockies","rivers",NA,"large","56550 sqkm","N",NA,"1983-2012","N",NA,"remote sensing, modeling","Y","N","Y","N","Y","monthly","Y","DOC","Y","DOC","modeled or representative DOC","aspect, baseflow magnitude, precip, temperature, land use, urbanization","DOC","DOC",NA,"none","N","N","Y","Y","Y","Y","Y","modeling of DOC","N","used DOC to predict concentrations in stream network and assess relative influences of many vars. Found urbanization had greater effect than natural disturbance (positive correlation w DOC), and higher max temps were linked with elevated DOC.","no","modeling paper used spatial modeling to assess weights and predict DOC throughout stream network","N","probably not, doesn't mention chlorophyll and connectivity is in relation to spatial autocorrelation of stream samples in model"
"r2_01","2","f","y","n","y","USA","Wabash-White","oxbow floodplain lakes",NA,NA,"86,000 km2, 809.5km","provided for each of nine lakes in Table 1","provided for each of 9 lakes in Table 1","2017, 2018, 2019, 2020","y","spring, summer, fall, winter","observational","y","y","n","n","y",NA,"y","flood pulse, precipitation, snow melt","y","stable water isotope","connection to the main channel","land cover, connectivity to main channel, topographic relief","water quality, total phosphorus, total nitrogen, chlorophyll-a, turbidity, pH, specific conductance, temperature, dissolved oxygen, secchi depth, fish diversity, fish abundance",NA,"lab","decrease","y","fish","n","n","n","y","y","linear regression","include","lakes with greater connectivity to the main channel showed lower loevels of chlorophyll-a, boxplot of chlorophyll-a data for each lake is available in figure 4, model estimates related to chlorophyll also presented","y","compared between lakes with different connectivity to the river","y",NA
"r2_02","2","g","y","n","y","USA","four watersheds, thre in Southern Rocky Mountain ecoregion, one in Snowy Range","alpine and subalpine lakes",NA,"size and location data for each of 16 lakes provided in table 1","size and location data for each of 16 lakes provided in table 1","size and location data for each of 16 lakes provided in table 1","size and location data for each of 16 lakes provided in table 1","2016","y","early summer, late summer","observational","y","y","n","n","y",NA,"y","snow melt, precipitation","n","none","none","pH, ammonium, total dissolved nitrogen, total dissolved phosphorus, total dissolved organic carbon, chl-a","bacterial community composition",NA,"lab",NA,"y","n","y","y","n","y","n","MANOVA, various statistical tests, PERMANOVA, NMDS","include","connectivity not explicitly measured or defined, just general variations in connectivity with season were discussed, chlorophyll did exhibit a change over time, but unclear whether it is related to connectivity or other factors that varried temporally; chlorophyll was not analyzed as a resonse variable, studied terrestrial-aquatic connectivity and between lake connectivity during snow melt; concluded that terrestrial-lake connectivity had a stronger influence on bacterial community, ""Chlorophyll-a was the only abiotic factor that differed by visit; concentrations were higher in the late summer than the early summer (p= 0.005, mean early summer = 1.5 ÃÂ¼g/L ÃÂ± 0.89ÃÂ  SD, and mean late summer = 5.9 ÃÂ¼g/L ÃÂ± 5.92ÃÂ  SD)"", e.g. chlorophyll was higher later in the summer when connectivity was less, but also lots of other parameters probably differed like temperature",NA,"compared different alpine and subalpine lakes, connectivity not explicitly measured or defined, variations in lake-lake and terrestrial-lake connectivity with seasonal snowmelt were discussed, chlorophyll did exhibit a change over time, but unclear whether it is related to connectivity or other factors that varried temporally","maybe",NA
"r2_03","2","d","n","n","y","China","Yangtze River","lakes",NA,NA,NA,"30N-32N","116E-120E","2019, 2020","y","spring, summer, fall, winter","observational","y","y","n","n","y",NA,"y","undescribed","n","urban vs suburban","lakes divided into urban lakes characterized by low water exchange rate and suburban lakes with hydrologic connectivity","nitrate concentration, phosphate concentration, zooplankton, water temperature, pH, dissolved oxygen, conductivity, secchi depth","chlorophyll-a",NA,"lab","decrease","y","zooplankton","y","y","n","n","y","ANOVA, HVP, multiple regression","include","connectivity only mentioned three times and confounded with differences between urban and suburban lakes, studied how chlorophyll responds to abiotic factors and small zooplankton dynamics, chlorophyll was significantly different between the suburban and urban lakes, but not clear that it is a response to the difference in connectivity","y","connectivity only mentioned three times and confounded with differences between urban and suburban lakes, chlorophyll was significantly different between the suburban and urban lakes, but not clear that it is a response to the difference in connectivity","maybe",NA
"r2_05","0","g","n","n","y","USA","Sacramento River","wetland, agricultural field, river channel",NA,"multiple","multiple",NA,NA,"2019","n","winter","observational","n","n","n","n","n",NA,"n",NA,NA,NA,NA,"landscape context, water residence time, habitat type, primary production, secondary production, turbidity, electrical conductivity, salinity, pH, chlorophyll-a, blue-green algae concentration","salmon growth rate",NA,"field",NA,"n","invertebrates, fish","n","n","n","n","y","mixed effects model","include","connectivity only mentioned once in abstract as part of the context, but the different habitats studied could potentially be framed as having different connectivity to the river channel and the study does measure and discuss differences in water residence time between habitat types, floodplain habitats had longer water resdience times and higher chlorophyll-a, chlorophyll-a analyzed as a predictor not a response, good reference for the impact of productivity on fish, ""Chlorophyll-a concentrations were generally higher in off-channel sites except during high flow events when concentrations were similar to the channel sites. Chlorophyll-a concentrations were also higher in wetland than in agricultural off-channel sites""","y","connectivity only mentioned once in abstract as part of the context, but the different habitats studied (wetland, agricultural, river channel) could potentially be framed as having different connectivity to the river channel and the study does measure and discuss differences in water residence time between habitat types, floodplain habitats had longer water resdience times and higher chlorophyll-a, chlorophyll-a analyzed as a predictor not a response","maybe",NA
"r2_07","2","d","n","n","y","India","River Ganga","wetland",NA,NA,NA,"23ÃÂ°25Ã¢ÂÂ56.93Ã¢ÂÂÃ¢ÂÂ N and 23ÃÂ°36Ã¢ÂÂ41.73Ã¢ÂÂÃ¢ÂÂ N","88ÃÂ°21Ã¢ÂÂ55.34Ã¢ÂÂÃ¢ÂÂ E and 88ÃÂ°10Ã¢ÂÂ57.48Ã¢ÂÂÃ¢ÂÂ E","2018, 2019","y","february, march, april, may, june, july, august","observational","y","y","n","n","y",NA,"y","monsoon","n","closed vs open","open defined as having perennial connection with the river, closed defined as having no connection with the river","connectivity","depth, turbidity, conductivity, total hardness, nitrate, total nitrogen, phosphate, silicate, calcium ion, magnisium ion, chlorophyll-a",NA,"lab","decrease","n","phytoplankton","y","y","n","n","n","ANOVA, CCA","include","studied the impact of wetland-river connectivity on physico-chemical parameters and phytoplankton, conclude that differences in connectivity are the main driver between physical, chemical, and biological differences between wetlands","y","compared conditions between two wetlands, one with connectivity to the river and one isolated from the river","y",NA
"pro_42","0","g","n","n",NA,"Spain","middle Ebro River","floodplain","85534 km2","119.35 ha",NA,"41<U+00B0>39'N","0<U+00B0>52'W","2010, 2011","N","winter 2010, spring 2011","observational","N","N","N","N","N","sampled only 1 time each season","N",NA,"N",NA,NA,"DIN, sulfate, TDP, water temperature, pH, dissolved oxygen, conductivity","pelagic (C fixation vs. remineralization; from phytoplankton activity) and benthic net ecosystem (from ) production",NA,"spectrophotometer",NA,NA,NA,"N","N","N","N","N","GAMs","exclude","Just looking at NEP for constructed vs. natural wetlands","yes",NA,NA,"Exclude because not looking at effect of connectivity"
"chl_27","1","d","n","n","y","Portugal","Mondego, Vouga and Lis","river","not reported","not reported","11200km2","Not Specified",NA,"2007","n","n","experimental","n","n","n","n","n","na","n","reference vs. disturbed",NA,"na","na","na","na","chla","Not Specified","ug/l",NA,"n","y","y","y","n","n",NA,"include","The comparison presented is between disturbed and reference sites, but the categories don't relate to a connectivity metric",NA,NA,NA,NA
"pro_48","3","d","n","n","n","China","Congping Basin","lake","not reported","not reported","Not Specified","31Â°24?12?N, 110Â°03?25?E",NA,"2016, 2017","na","na","observational","n","n","n","n","n","na","n","na","n","na","na","na","na","na","Not Specified","na",NA,"n","n","n","n","n","n",NA,"exclude","Data collection and connectivity metric preclude connectivity analysis, results are not clearly communicated",NA,NA,NA,NA
"chl_25","2, 3","c,d","y","y","NA units","Brazil","Trombetas River floodplain, Amazon","river, lakes, floodplain",NA,NA,NA,"56<U+00B0>00'- 56<U+00B0>14' W (Lake Batata; not provided)","1<U+00B0>28'- 1<U+00B0>33'S (Lake Batata; not provided)","not reported","N",NA,"observational","Y","Y","N","Y","Y","sampled Lake Batata every 3 mo over 8 years across different water levels  and high vs. low years across 10 lakes in same watershed with Trombetas river connection","Y","flood","Y","water level","coefficient of variation (CV) in limnological data obtained in (i) three sampling stations at a single lake (Lake Batata) every three months during 8 years and (ii) in ten lakes and two sampling sites of Trombetas River obtained in a single year at the high and low water levels.","suspended matter, conductivity, water temperature, water depth, pH","chl-a","DOC, chl-a",NA,"spatial CV of chlorophyll decreased",NA,NA,"N","N","Y","N","N","spatial CV of responses vs. water level","include","Neotropical (Brazil, Venezuela), and temperate (Illinois, Mississippi, and Danube) locations for literature review (see Table 1); Amazon (Brazil) for empirical study.  Data entries here are based on empirical study.  Mostly opinion paper with main point: floods reduce spatial variability of chl-a across connected habitats (e.g., river, floodplain, lake); they called this phenomenon flood homogenization or reduction in beta diversity) as hydrology drives production while during low water levels biology drives localized dynamics within each habitat. Exclude from quantitative meta-analysis","unsure (although a 2019 article I found online discusses 351 dams proposed for the Amazon basin!)","laterally-connected water bodies fed by hyporheic water show lower coherence (e.g., in nutrient concentrations)","maybe","include due to all 3 criteria met"
"pro_67","2","c,e","y","y","ug/L","USA","Jackson Bottom Wetlands Preserve, Tulatin River, Oregon","floodplain","1,837 km2 (drainage area)","130 km length (river)",NA,"45.5130<U+00B0> N","122.9903<U+00B0> W","2003, 2004, 2005","Y","warm and dry summer, cool and wet winters (most rain Nov-Mar)","observational","Y","Y","N","N","Y","water sampled weekly Nov 2003-Oct 2004, and monthly Oct 2004-Sep 2005; diatoms sampled monthly","Y","annual flood pulse, released wastewater","Y","surface connectivity between river and floodplain, wetland water depth","hourly wetland water depth: pre-flood (0.4-1.4 m), flooding (>1.4m-peak at 3.3m [long/high magnitude flood]; up to 1.3m [short/low magnitude flood]; and peak at 2.9m [short/high magnitude flood])","conductivity, dissolved oxygen, pH, water level, turbidity, temperature","chl-a, diatom species assemblage","chl-a, diatom species assemblage, TP, TN","spectrophotometer","decrease of wetland chl-a to level of river during long/high and short/high floods, and increased wetland chl-a during short/low magnitude flood",NA,NA,"Y","available for some","N","N","Y","Bray-Curtis and Sorensen's similarity indices for diatom assemblages","include","Only 1 data point for certain connectivity phases precluded SD calculations","yes","see connectivity_def","N","include due to all 3 criteria met"
"pro_43","1, 2, 3","a,c","y","y","NA units","Switzerland, Italy, Austria","Val Roseg, a glacial floodplain in the Swiss Alps; Fiume Tagliamento, an island-braided Italian River in the Alps; and Alluvial Zone National Park on the  Danube","floodplain, river",NA,"2.6 km long and up to 510 m














wide (Val Roseg); 172 km long river with 2 km floodplain (Fiume Tagliamento); 5.2 km2 floodplain (AZNP)",NA,NA,NA,"1996, 1997, 1998","Y","spring, summer, fall, winter","observational, review","Y","Y","Y","Y","Y","sampled monthly for some","Y","flood, breaching levees","Y","relative proportion (%) of the channel network length having an upstream surface connection with the main river channel (for Swiss Alps glacier-fed channel)","For the Danube: disconnection, seepage connection (when nutrient-rich groundwater enters and is retained in floodplain), and surface connection","connectivity phase","primary productivity level (low, med, high), DOC: POC ratio",NA,NA,"medium primary productivity during disconnected phase, high during seepage phase, low during connected phase",NA,"water mite diversity increases with connectivity patchiness","N","N","N","N","N","spatial analysis, diversity metrics","include","More of a review of 3 of their previous studies","yes","see connectivity_metric for longitudinal connectivity case, and connectivity_def for latitudinal and hyporheic connectivity case","N","include due to all 3 criteria met (I guess this is considered original research?)"
"pro_40","1","a","y","n","ug/L","USA","Lower Muskegon River watershed, Great Lakes","stream, river, wetland, drowned-river mouth lake, Great Lake","7060 km2","148 km2, < 1m, 26 km2, 17 km2, ?",NA,NA,NA,"2004, 2005","Y","fall, winter, spring, summer","observational (but used incubated macrohabitats)","Y","N","Y","N","Y?","sampled seasonally","Y","flow","N","watershed position","connection upstream to other macrohabitats","macrohabitats (i.e., sites), mesohabitats (water column vs. benthic), benthic microhabitats, season, watershed position","synchrony in net community metabolism, community respiration, phytoplankton biomass","net community metabolism + community respiration = gross community production, phytoplankton biomass","spectrophotometer","NA (no chl response to longitudinal connectivity discussed, only metabolism)",NA,NA,"N","N","N","N","N","ANOVA","include","Not investigating effects of lateral connectivity, just differences in metabolism across habitats at different spatial scales and based on downstream position","yes","no distances provided, just a map and macrohabitat type (Cedar Creek, Musk River, wetland, etc)","N","include due to all 3 criteria met, although only longitudinal connectivity and none of the sites are disconnected"
"chl_18","2","c,d","y","y","ug/L","Brazil","5 regions in Brazil: 24 lakes in Trombetas River














floodplain (Amazonian region, Northern Brazil), 20 lakes in the














Upper Parana<U+00B4> River floodplain (Southern Brazil), 32 lakes in the














Middle Araguaia River floodplain (Central Brazil), 21 coastal lakes














and ponds located in the Restinga de Jurubatiba National Park














(Macae<U+00B4>, Southeast Brazil) and 23 lakes and ponds in the














Amazonian upland region (Caraja<U+00B4>s)","lakes and ponds",NA,NA,NA,NA,NA,"2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013","Y","wet and dry seasons","observational","Y","Y","N","N","Y","sampled each region twice in wet and twice in dry seasons","Y","precipitation, flow","N","lake connectivity","permanently connected to river, temporarily connected to river, permanently isolated, or temporary ponds that dry up seasonally (latter 2 categories are not connected to the river)","TN, TP, pH, dissolved oxygen, conductivity, environmental heterogeneity,














spatial extent, hydrological connectivity (isolated vs.














floodplain lakes), seasonality (wet season or high water period vs.














dry season or low water period), disturbance (periodic dry-outs)














and productivity (mean chlorophyll-a concentration)","beta diversity of zooplankton community","chl-a",NA,"NA (chl-a only reported on related to zooplankton beta diversity)",NA,"zooplankton beta diversity declined in regions with connected lakes (vs. with isolated lakes) but alpha diversity may be lower; no statistical relationship between chl-a concentration and zooplankton beta diversity","N","N","N","N","N","PERMDISP for environmental heterogeneity and spatial extent; LMMs for modeling beta diversity as function of predictors","include","Not useful for connectivity effects on chl-a but provides info on chl-a effects on zooplankton diversity.","unsure","wet season vs. dry season to indicate connected vs. not connected for the temporarily connected site","N","include due to all 3 criteria met, but otherwise focus is zooplankton diversity"
"r3_25","0","g","n","n","N","Canada","unnamed watershed in Yukon Coastal Plain","stream","4 square km","4 square km",NA,"map","map","2018","N","summer","observational","Y","N","N","N","Y",NA,"N","permafrost thawing","N",NA,"connection between ice wedge polygon drainage channels","site (tributaory, main channel, outlet); date; depth below permafrost table","various carbon measurements, DOC, POC, CDOM, carbon isotope analyses",NA,NA,NA,"N",NA,NA,NA,NA,"Y","Y","linear regression","include","not relevant for meta-analysis; about carbon transport between terrestrial and aquatic systems; connectivity mentioned once: ""Increased hydrologic connectivity of IWP troughs as well as increased connectivity via active-layer deepening in permafrost watersheds (LafreniÂre and Lamoureux, 2019; Evans et al., 2020) may lead to higher input of terrestrial OM""","N","put none for connectivity_type because connectivity was not defined or analyzed in the paper, was only mentioned once in reference to other studies ","N",""
"r3_01","2","d","y","n","Y","China","Yangtze River","floodplain lakes",NA,NA,NA,"map","map","2004, 2005","Y","spring, summer, fall, winter","observational","Y","Y","N","N","Y","measurements taken seasonally for one year","Y","flood","Y","connectivity rating (CR); river-disconnected, semi-connected, river-connected","separated lake groups by PCA, definition related to degree of connectivity with the river, but not clearly defined","connectivity rating, water depth, total phosphorus, macrophytes biomass, development of lake shoreline","macroinvertebrate assemblage","chlorophyll a, macrophyte biomass","lab",NA,"N","macroinvertebrate","Y","N","N","N","Y","regression, PCA","include","relevant chlorophyll information; connectivity categories were stated, but how they were determined is unclear, e.g. connectivity rating (CR) was numeric, but not defined; chlorophyll measured but not analyzed in response to connectivity","Y","","Y",""
"r3_05","2","c,d","y","n","Y","USA","Missouri River","floodplain lakes",NA,NA,"4ha and 20ha",NA,NA,"1996, 1997","Y","spring, summer, fall, winter","observational","Y","Y","N","N","Y","measurements taken at varying intervals over 20 months","Y","flood","N","perennial connection, variable connection","connection between lake and river","site, time point, discharge","temperature, suspended solids, nitrogen, phosphorus, chlorophyll, algal biomass, silica","alagal biomass, chlorophyll","lab","decrease","N",NA,"N","N","N","N","Y","descriptive ","include","chlorophyll conclusions: ""average CHL concentrationsi n NC-11 and the S-19 backwater was much higher than in the river and S-19 forewater"", ""flushing during connection events always reduced CHL, though sometimes only slightly"", ""there is some evidence of algal-nutrient interactions""","Y","","Y",""
"r3_13","1,3","j","y","n","Y","Canada","Interior Plains","lakes",NA,NA,"0.3-10.1, see table S2 for specifics","70-56 degrees N, map","map","20,182,019","Y","ice-out to ice-on","observational","Y","Y","N","Y","Y","measurements taken to capture seasonal variation between ice-out and ice-on","Y","permafrost thawing","N","permafrost","absence of permafrost allows for increased connectivity to both surface flows and deeper flows","latitude, temperature, permafrost","methane emissions, carbon dioxide emissions","chlorophyll","lab","increase","N",NA,"N","N","N","Y","Y","mixed effects modeling, structural equation m odeling","include","studied lake characteristics, particularly methane and carbond dioxide flux, across latitudinal gradient",NA,"created a new connectivity metric for permafrost","maybe",""
"r3_15","1","a,e","y","y","N","Brazil","Meio-Oeste, Chapeco and Irani rivers","reservoir","11,064 square km",NA,"2.29 square km","see text for each station location","see text for each station location","2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017","Y",NA,"observational","Y","N","Y","N","Y","pre and post impoundment","Y","impoundment","N","pre and post impoundment","compared variables before and after reservoir construction","impoundment","reynolds functional groups, pH, DO, DIN, TIP, conductivity","phytoplankton",NA,NA,"N",NA,"Y","Y","N","N","Y","PCA, descriptive","include","impact of river impoundment on phytoplankton community","Y","connectivity metric difficult to classify, it was related to the impoundment event therefore e, also the stations differed in distance from the dam therefore a","maybe",""
"r3_17","3","c","y","y","N","France","Kervidy-Naizin","catchement","4.82 square km",NA,NA,"48 degrees N","3 degrees W","2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010","Y","spring, summer, fall, winter","observational","Y","N","N","Y","Y","continuous sensor measurements","Y","groundwater","Y","base-flow and flood-flow periods","daily rainfall criteria","flow period, location, month","nitrate, chloride, sulphate, dissolved organic carbon, dissolved inorganic carbon",NA,NA,NA,"N",NA,"Y","N","N","N","Y","summary statistics","include","aims to describe hydro-chemical signature of a livestock famring catchement","Y","unsure of connectivity metric, classified as c because the precipitation level was used to designate base-flow or flood-flow category at the time of sample collection, but potentially a new category could be create for precipitation","N",""
"r3_19","1,3","f,g","y","n","N","USA","San Pedro River","stream",NA,"95 km reach","225 km","map","map","2002","Y","June - October","observational","Y","N","Y","Y","Y","three periods: premonsoon base flow, ,monsoon elevated base flow, return to base flow","Y","monsoon","Y","degree of connectivity between reaches and with groundwater","connectivity between reaches determined by mixing model with chloride concentrations","hydrologic period, land use, agricultural coverage","DOC, TDN, oxygen isotope, chloride concentrations",NA,NA,NA,"N",NA,"Y","Y","N","N","Y","ANOVA, regression","include","interested in the impact of hydrology and land use on water chemistry, studied carbon and nitrogen during nonflood conditions before, during, and after the monsoon season, concluded that instream ""biogeochemical cycling during monsson season is influenced by antecedent conditions, specifically hydrologic connectivity, during the dry season""","Y","","N",""
"r3_21","0","h","n","n","N","China",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"lab simulation","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rainfall intensity, rain duration, underground pore fissure degree","nitrogen loss",NA,NA,NA,"N",NA,"Y","Y","N","N","Y",NA,"include","used lab simulation to study the impact of rainfall on nitrogen loss from sloped farmland; explicity states that they do not consider connectivity in this study and that incorporating connectivity is a potential future direction for research",NA,"","N","does not address connectivity, but correctly passed abstract review"
"r3_23","2","c,d","y","y","Y","USA","Missouri River","floodplain lakes",NA,NA,"17 - 323 ha",NA,NA,"1994, 1995, 1996","Y","spring, summer, fall, winter","observational","Y","Y","N","N","Y","montly measurements, additional measurements during and after floods","Y","flood","N","seasonally connected, isolated from river ","water level, whether lake received inflow from river","site, time point","total phospohorus, mean total nitrogen, mean chlorophyll, mean suspended solids","chlorophyll","lab","decrease","N",NA,"Y","N","N","N","Y","summary statistics, descriptive, ","include","""large blooms (peak CHL 81-689 ug/L) occurred in connected scours when low river levels reduced exchange with the river"", oxbow lakes had higher chlorophyll than either protected or connected scour lakes","Y","","Y",""
"r3_02","1, 2, 3","b","y","y",NA,"Brazil, Bolivia and Paraguay","Pantanal wetland","wetland, floodplain river","150 000km2",NA,NA,NA,NA,"2012, 2013, 2014","y","wet summer months from about October until March, dry winter months from about April to September",NA,"y","y","y","y","y","April 2012 until 30 April 2014","y","water balance (ground water, surface water and precipitaion)","SurfaceÃ¢ÂÂgroundwater interaction water balance model","permanent, ephemeral","flux describe at each site over season","water temperature, water level, precipitation, air temperature and relative humidity","chloride and stable water isotopes (ÃÂ´18O and ÃÂ´2H)","none",NA,NA,"n","n","n","n","n","n","n",NA,"include","model validation is the fous of the article, no primary productivity results","n",NA,"n","no chl results"
"r3_08","1, 2, 3","c","y","n","ÃÂ¼g/L","China","Yangtze River","seasonal floodplain lakes",NA,NA,"173 km","28ÃÂ°4Ã¢ÂÂ²-29ÃÂ°46Ã¢ÂÂ² N","115ÃÂ°49Ã¢ÂÂ²-116ÃÂ°46Ã¢ÂÂ² E","2014, 2015","y","summer (i.e., July 2014), when Poyang Lake water levels were high and floodplain lakes were generally well connected, and in winter (i.e., December 2014 and January 2015), when Poyang Lake water levels were low and floodplain lakes were generally poorly connected","observational","y","y","y","y","y","summer (i.e., July 2014), when Poyang Lake water levels were high and floodplain lakes were generally well connected, and in winter (i.e., December 2014 and January 2015), when Poyang Lake water levels were low and floodplain lakes were generally poorly connected","July, December/January","water level","surface water connectivity - 2D hydrodynamic model was validated and used in this study to characterize the floodplain hydrodynamics of Poyang Lake","main lake (high connectivity), seasonal lake (high connectivity), main lake (low connectivity), seasonal lake (low connectivity)","(a) connected and isolated lakeswithin largely stable hydrological settings, and (b) seasonally connected and decoupled lakes within the temporally dynamic conditions of the Poyang Lake floodplains","site, season, water temperature, water level","Chlorophyll a, total dissolved nitrogen, total dissolved phosphorous, NH4, NO3, NO2, PO4 concentrations","Chlorophyll a","spectrophotometry","chl results not reported","n","n","n","n","n","n","n","PCA","include",NA,"n","nice scheme figure","n","chl results not reported"
"r3_10","2, 3","f","n","n",NA,"China","Jinan karst aquifer","aquifer","3,600 km2",NA,NA,NA,NA,"2014","n",NA,"observational","y","y","n","y","y","June","n","vertical upward flow from the deep and lateral inflow from the southern range front through karst fracture networks and fault zones.","y","hydraulic head dynamics","hydrochemistry","groundwater levels","temperature and pH), hydrochemical (ion concentrations) and stable isotopic (2H and 18O),  dissolved inorganic carbon","n",NA,NA,"n","n","n","n","n","n","n","n","include","Limited connectivity resulted in distinct hydraulic heads but
similar evolution over time. Upward vertical flows from the underlying karst aquifers were found to depend on the leakage magnitude across the overlying aquitard. Therefore, different vertical relationships between these two aquifer levels can be established depending on the location and geological setting.",NA,"Some shallow samples had high nitrate concentrations (up to 241 mg/L), mainly from the intensive use of fertilizers in this area, but all the deep samples kept low nitrate contents (generally less than 15 mg/L, see the ESM), indicating an upward vertical flow from deep karst aquifers to the upper unconfined aquifers, but not the reverse.","n","no chl or primary productivity measured"
"r3_14","1","d","y","y","ug/L","Brazil","Paranapanema River","reservoir","100.800 km2","700 km","929 km","22ÃÂºÃ¢ÂÂ26ÃÂº S","47ÃÂº-54ÃÂº W,","2000, 2001","y","summer (January 2000 and 2001), autumn (April 2000 and 2001), winter (July 2000a nd 2001) and spring (October 2000 and 2001).","observational","y","n","y","n","y","summer, autum, winter, spring","y","karst aquifers","n","site (reservior, river)","upstream (river-reservoir transition) and dam (lacustrine) zones of six reservoirs and the mouth of the three main tributary rivers","TN (ÃÂ¼g.LÃ¢ÂÂ1), TP (ÃÂ¼g.LÃ¢ÂÂ1), Transp. (m), EC (ÃÂ¼S.cmÃ¢ÂÂ1), DO (mg.LÃ¢ÂÂ1), pH, Turb. (FTU), TSS (mg.LÃ¢ÂÂ1), TOC (ppm), water Retention Time (days)","Chlorophyll-a, phytoplankton diversity","Chlorophyll-a","filtration (Millipore AP40 membranes) of 800 mL of water from each sampling depth","The chlorophyll-a concentration was significantly higher (p = 0.003) in the tributaries when compared to the reservoirs. Considering the intra-reservoir variability a significant decreasing tendency from upstream to the dam (p = 0.001) was observed. Chlorophyll-a concentrations were higher in summer for both studied years. Longitudinally, chlorophyll values were higher in the middle basin reservoirs.","y","y","n","n","y","n","y","cluster analysis (r-Pearson similarity), Correlation analyses (Pearson product-moment)","include",NA,"y",NA,"n","data in figure only"
"r3_16","1","b","y","n",NA,"Argentina","ParanaÃÂ´ River","river","206000000 km2",NA,"707 km","31,42,34 S","60,29,7 W","1999, 2000","y","Flow peaks occur from February to March, and the minimum levels are reached in September. High and low water phases are identified according to the degree of connection between the main channel and the floodplain. Extreme flood phases correspond to a completely inundated alluvial valley connected with the main channel, whereas during extreme drought phases floodplain water bodies are isolated","observational","y","n","y","n","n","between
center - November 1999 and December 2000 (except on January and June).  right (R) and left (L) banks during November 1999Ã¢ÂÂMay 2000 and NovemberÃ¢ÂÂDecember 2000","monthly","The degree of connectivity of the main channel and the alluvial valley, indirectly measured by water discharge","y","discharge","The degree of connectivity of the main channel and the alluvial valley, indirectly measured by water discharge","discharge, Depth, subsurface water velocity, temperature, pH, conductivity, dissolved oxygen and water transparency","nitrate and nitrite, ammonium, orthophosphate, calcium and magnesium, sodium and potassium , bicarbonate, sulphate and chloride, Total suspended solids (SS), organic matter content (SOM), Subsurface phytoplankton, Algal counts","algal absolute and relative abundance",NA,NA,"n","n","n","n","n","n","n","RDA","include","The degree of connectivity of the main channel and the alluvial valley, indirectly measured by water discharge, also appeared as a key factor in the regulation of the functional group occurrence.",NA,NA,"n","Relative abundance variation of phytoplankton attributes"
"r3_18","1, 2","d","y","y","ug/L","USA","Upper Mississippi River","reservoir",NA,"74.5 river km",NA,NA,NA,"2013, 2014","y","months coincided with spring high flows and late summer or early fall low flows","observational","y","y","y","n","y","June, August, and September","monthly","discharge and site type","n","main channel, side channel, backwater, impounded","homogenous particle characteristics","nitrate + nitrite, ammonia + ammonium, soluble reactive phosphorus, and total phosphorus, Chlorophyll","particle characteristics (including proportion that is chl, phyto and zooplankton)","Chlorophyll","in situ using a Turner Designs fluorescence sensor on an YSI","Concurrently during low discharge, concentrations of chlorophyll, volatile suspended solids, and total phosphorus were higher.","y","y","n","n","y","n","y","PCA","include","during high discharge in spring, homogenous in particle characteristics because of increased hydrological connectivity and lateral mixing of materials among habitats","y","The main channel includes channel borders and the navigation channel, which is maintained at 2.75 m for navigation. Side channels are secondary channels flowing from the main channel with variable depths and water velocities. Backwaters are off-channel areas that are typically shallow (<2 m) and vary in connectivity to the main channel. Some backwater areas maintain connection to flowing channels at all times, whereas others become isolated during low flow. Impounded areas are open areas directly upstream of locks and dams that vary in depth and water velocity.","n","chl data only in figure and not related to connectivity (related to dischage and year)"
