"title","abstract","authors","article_type","pub_year","volume","database_id","database_type","ID","reviewer_name","consistency_check","marine_y_n","water_body_type","original_research_y_n","response_variable","connectivity_metric","inclusion","notes"
"spatial patterns of fish communities along two estuarine gradients in southern florida","Issue Title: Theme: Interaction of Hydrology and Nutrients in Controlling Ecosystem Function in Oligotrophic Coastal Environments of South Florida In tropical and subtropical estuaries, gradients of primary productivity and salinity are generally invoked to explain patterns in community structure and standing crops of fishes. We documented spatial and temporal patterns in fish community structure and standing crops along salinity and nutrient gradients in two subtropical drainages of Everglades National Park, USA. The Shark River drains into the Gulf of Mexico and experiences diurnal tides carrying relatively nutrient enriched waters, while Taylor River is more hydrologically isolated by the oligohaline Florida Bay and experiences no discernable lunar tides. We hypothesized that the more nutrient enriched system would support higher standing crops of fishes in its mangrove zone. We collected 50 species of fish from January 2000 to April 2004 at six sampling sites spanning fresh to brackish salinities in both the Shark and Taylor River drainages. Contrary to expectations, we observed lower standing crops and density of fishes in the more nutrient rich tidal mangrove forest of the Shark River than in the less nutrient rich mangrove habitats bordering the Taylor River. Tidal mangrove habitats in the Shark River were dominated by salt-tolerant fish and displayed lower species richness than mangrove communities in the Taylor River, which included more freshwater taxa and yielded relatively higher richness. These differences were maintained even after controlling for salinity at the time of sampling. Small-scale topographic relief differs between these two systems, possibly created by tidal action in the Shark River. We propose that this difference in topography limits movement of fishes from upstream marshes into the fringing mangrove forest in the Shark River system, but not the Taylor River system. Understanding the influence of habitat structure, including connectivity, on aquatic communities is important to anticipate effects of construction and operational alternatives associated with restoration of the Everglades ecosystem.[PUBLICATION ABSTRACT]","Green, David P; J;Trexler, Joel C;Lorenz, Jerome J;Mcivor, Carole C;Philippi, Tom","Scholarly Journals",2006,569,"821258614","proquest",63,"RP","CP",NA,NA,NA,NA,NA,NA,NA
"temperature and precipitation drive temporal variability in aquatic carbon and ghg concentrations and fluxes in a peatland catchment","The aquatic pathway is increasingly being recognized as an important component of catchment carbon and greenhouse gas (GHG) budgets, particularly in peatland systems due to their large carbon store and strong hydrological connectivity. In this study, we present a complete 5-year data set of all aquatic carbon and GHG species from an ombrotrophic Scottish peatland. Measured species include particulate and dissolved forms of organic carbon (POC, DOC), dissolved inorganic carbon (DIC), CO2, CH4 and N2O. We show that short-term variability in concentrations exists across all species and this is strongly linked to discharge. Seasonal cyclicity was only evident in DOC,CO2 and CH4 concentration; however, temperature correlated with monthly means in all species except DIC. Although the temperature correlation with monthly DOC and POC concentrations appeared to be related to biological productivity in the terrestrial system, we suggest the temperature correlation with CO2 and CH4 was primarily due to in-stream temperature-dependent solubility. Interannual variability in total aquatic carbon concentration was strongly correlated with catchment gross primary productivity (GPP) indicating a strong potential terrestrial aquatic linkage. DOC represented the largest aquatic carbon flux term (19.3 plus or minus 4.59 g C m-2 yr-1), followed by CO2 evasion (10.0 g C m-2 yr-1). Despite an estimated contribution to the total aquatic carbon flux of between 8 and 48%, evasion estimates had the greatest uncertainty. Interannual variability in total aquatic carbon export was low in comparison with variability in terrestrial biosphere-atmosphere exchange, and could be explained primarily by temperature and precipitation. Our results therefore suggest that climatic change is likely to have a significant impact on annual carbon losses through the aquatic pathway, and as such, aquatic exports are fundamental to the understanding of whole catchment responses to climate change.","Dinsmore, K J;Billett, M F;Dyson, KE","Scholarly Journals",2013,19,"1372057943","proquest",64,"MB","PG",NA,NA,NA,NA,NA,NA,NA
"the 'wet-dry' in the wet-dry tropics drives river ecosystem structure and processes in northern australia","1. Northern Australia is characterised by a tropical wet-dry climate that regulates the distinctive character of river flow regimes across the region. There is marked hydrological seasonality, with most flow occurring over only a few months of the year during the wet season. Flow is also characterised by high variability between years, and in the degree of flow cessation, or intermittency, over the dry season.2. At present, the relatively low human population density and demand for water in the region means that most rivers have largely unmodified flow regimes. These rivers therefore provide a good opportunity to understand the role of natural flow variability in river ecosystem structure and processes.3. This review describes the major flow regime classes characterising northern Australian rivers, from perennial to seasonally intermittent to extremely intermittent, and how these regimes give rise to marked differences in the ecological character of these tropical rivers, particularly their floodplains.4. We describe the key features of these flow regimes, namely the wet and dry seasons and the transitions between these seasons, and how they regulate the biophysical heterogeneity, primary productivity and movement of biota in Australia's wet-dry tropical rivers.5. We develop a conceptual model that predicts the likely hydrological and ecological consequences of future increases in water abstraction (e. g. for agriculture), and suggest how such impacts can be managed so that the distinctive ecological character of these rivers is maintained.","Warfe, D. M.; Pettit, N. E.; Davies, P. M.; Pusey, B. J.; Hamilton, S. K.; Kennard, M. J.; Townsend, S. A.; Bayliss, P.; Ward, D. P.; Douglas, M. M.; Burford, M. A.; Finn, M.; Bunn, S. E.; Halliday, I. A.","Scholarly Journals",2011,56,"BIOSIS:PREV201100712405","wos",65,"CP","MB",NA,NA,NA,NA,NA,NA,NA
"the danube restoration project: functional aspects and planktonic productivity in the floodplain system","In Austria, the 'Danube Restoration Project' (DRP) was implemented to re-establish the connectivity between the Danube and its floodplain along a free flowing section downstream of Vienna. Before the restoration, the status quo of the 'Regelsbrunn' floodplain segment was investigated at different levels of abiotic, biotic and functional properties according to the spatio-temporal effects of hydrological connectivity. The present paper deals with temporal effects on hydrochemistry and on phyto- and bacterioplankton in the side channel (parapotamon). A hydrological situation of the present state of short-termed and intensive flood pulses followed by a period of isolation was compared with a period of higher connectivity reflecting the situation after the restoration. Rising water levels in the river, establishing local surface inflows, resulted in periodic nutrient pulses, high particle load and eutrophication in the floodplain. With disconnection after a spate, the nitrate and soluble reactive phosphate (SRP) concentration decreased significantly during 1 month. Phytoplankton correlated negatively with SRP during the first week after a flood pulse, reflecting the dominance of phytoplankton in SRP uptake. Planktonic primary production was stimulated by the nutrient import at higher connectivity and could be controlled by a decrease in retention time, related to the aims of the DRP. The two investigated periods indicated that increasing retention time in the side channel resulted in a shift from primary production towards prevailing bacterial secondary production.","Hein, T.; Heiler, G.; Pennetzdorfer, D.; Riedler, P.; Schagerl, M.; Schiemer, F.","Scholarly Journals",1999,15,"BIOSIS:PREV199900238128","wos",66,"LY","ES",NA,NA,NA,NA,NA,NA,NA
"the effects of river floodwaters on floodplain wetland water quality and diatom assemblages","We investigated the effects of river floodpulses on the water chemistry and diatom assemblages in a floodplain wetland. During the two year study period (November 2003-September 2005), the river and wetland exhibited three periods of surface hydrologic connectivity. The impacts of flooding depended on flood magnitude and duration. Both the long/high magnitude and short/high magnitude floods thoroughly mixed river and wetland waters, with conductivity, total nitrogen, and total phosphorus in the wetland decreasing to levels similar to the river. In contrast, the short/low magnitude flood did not mix water chemistry. Wetland conductivity, total nitrogen, and total phosphorus remained elevated. Changes in algal biomass followed changes in water chemistry with the high magnitude floods producing conditions unfavorable for algal growth. Algal biomass decreased in the wetland coinciding with the two high magnitude floods. Increases in algal biomass coincided with the short/low magnitude flood. Wetland and river water column diatom assemblages were dominated by periphytic taxa. The diatom assemblage in the river and wetland were distinct, except during the short/high magnitude flood. During this period, floodwaters brought diatoms into the wetland and both systems were dominated by planktonic centric taxa. Similar diatom taxa were observed in the wetland water column assemblage and the assemblage collected in settling chambers, although their relative abundances varied. Shifts in the settling diatom assemblage coincided with periods of flooding, indicating that river floodwaters leave a discernable signal within this assemblage. Our findings indicate that caution should be exercised when using diatom-based bioassessment in frequently flooded wetlands as the wetland diatom assemblage is influenced by river floodwaters and changes may depend on the duration and magnitude of flooding.","Weilhoefer, Christine L.; Pan, Yangdong; Eppard, Sara","Scholarly Journals",2008,28,"BIOSIS:PREV200800491563","wos",67,"DC","RP",NA,NA,NA,NA,NA,NA,NA
"the impact of surface water exchange on the nutrient and particle dynamics in side-arms along the river danube, austria","Results of two monitoring programs obtained in the free-flowing section of the Danube downstream of Vienna were used to evaluate the effects of river restoration designed to increase surface water inputs into side-arms. Functional descriptors like hydrochemical parameters and plankton react immediately to restored hydrological conditions and offer the opportunity to elucidate the hydrological control on organic processing as an important ecosystem function in fluvial landscapes. Two hydraulic parameters were estimated and linked to basic ecological properties. The level of hydrological connectivity was defined as the average annual duration (days per year) of upstream surface connection and can be used as a 'simple to estimate' parameter within the planning phase. Water age, an adapted measure of residence time based on more detailed information, allow description of the temporal development in side-arms. Greater hydrological connectivity leads to lower conductivity levels and increased nutrient concentrations due to the shift of the dominating source to river water. The contribution of river flow is indicated by higher suspended solid concentrations in side-arms than disconnected water bodies. The phytoplankton biomass shows the highest mean values at a duration of integration of 1 month a super(-1) and decrease with increasing connectivity. The relationships point to a more 'main channel like' hydrochemical situation in the side-arms, with a medium level of phytoplankton biomass and increased autochthonous carbon export. No evidence of eutrophication was found due to the shift of the side-arm from an organic matter sink to a source. On a more detailed level, water age demonstrates the temporal patterns of riverine input, the development of plankton production and the shift between hydrological and biological control of phytoplankton vs. riverine flow in a side-arm. The hydrologic parameters were useful predictors for evaluating the effects of restoration measures in river floodplain systems.","Hein, T;Baranyi, C;Reckendorfer, W;Schiemer, F","Scholarly Journals",2004,328,"19813001","proquest",68,"PG","DC",NA,NA,NA,NA,NA,NA,NA
"the influence of fluctuating ramping rates on the food web of boreal rivers","A BAC delta (before-after-control-impact) sampling design was applied to determine the possible effects of ramping rate (RR) regulation on food webs structure and function in a regulated boreal river. We used carbon and nitrogen stable isotope signatures of primary producers, macroinvertebrates and fish to determine variations in the source of carbon fuelling the food web as well as changes in the food web structure under variable RR flow regime. We hypothesized that unrestricted RR would (1) increase the connectivity between terrestrial and aquatic environments allowing for a higher contribution of terrestrial carbon to support the food web and (2) decrease food web length because of frequent disturbances. Unrestricted RR had little influence on 13C values for the overall food web with most of the differences found between impacted sites compared and control sites, indicating that the proportion of various carbon sources entering the diet of consumers remained unchanged under unrestricted RR. In contrast, significantly higher 15N values were measured in impacted sites (invertebrates and fish) and as well as under unrestricted ramping flow regime (invertebrates). Further, unrestricted RR was associated to a significant decrease in the difference between macroinvertebrates and fish 15N signatures, equivalent to a reduction of the length of the food web by at least one trophic level. Results from this study indicate that RR should be taken into consideration in the regulation of operating regimes on rivers.","Marty, Jerome;Smokorowski, Karen;Power, Michael","Scholarly Journals",2009,25,"21066393","proquest",69,"ES","RP",NA,NA,NA,NA,NA,NA,NA
"the role of hydrologic connections between impervious surfaces and vegetated patches in semi-arid urban environments","Urban environments are characterized by fine-scale heterogeneity, with patches of impervious surface and vegetation. In semi-arid regions where precipitation patterns are episodic, this fine scale structure may be a significant control on both storm-event runoff and seasonal water yields. From an ecological perspective, the productivity of urban vegetated patches is often limited by available water or is supported by irrigation inputs. Hydrologic connections between fine-scale impervious-surfaces and urban vegetation may influence not only runoff but also useable water for urban vegetation. Semi-arid natural ecosystems are also often characterized by fine scale vegetated - bare soil patch structures and hydrologic connections between these patches has been shown to be a significant control on shrub and forest productivity. In this paper we use an ecohydrologic model, RHESSys, to quantify the sensitivity of vegetation water use, net primary productivity and runoff to fine scale impervious surface connections in a semi arid urban settings. We use simulations on a theoretical hillslope where we can systematically vary impervious surface-vegetation fractions as well as connectivity between these patches to examine sensitivity of runoff, vegetation water use and productivity for a range of semi-arid climate forcing. We combine this analysis with watershed scale models for sites in Santa Barbara and San Diego, California to develop a first-order approximation of the potential impact of accounting for fine scale impervious connections on aggregate watershed ecohydrologic flux estimates. Results indicate that while large increases in impervious surfaces will reduce transpiration and photosynthesis, due to the sheer loss of vegetated area, the effect of decreased vegetated area can be partially or in some cases even completely offset by increased transpiration and productivity in the remaining vegetation that occurs when water is routed from impervious to vegetated areas. These results highlight the importance of accounting for fine-scale heterogeneity and hydrologic connections between patches. We conclude by presenting a modelling framework that can be used to account for these interactions.","Tague, Christina;Shields, Catherine;Anonymous","Scholarly Journals",2012,44,"2366211105","proquest",70,"RP","MB",NA,NA,NA,NA,NA,NA,NA
"tracking the resource pulse: movement responses of fish to dynamic floodplain habitat in a tropical river","Natural river floodplains are among the Earth's most biologically diverse and productive ecosystems but face a range of critical threats due to human disturbance. Understanding the ecological processes that support biodiversity and productivity in floodplain rivers is essential for their future protection and rehabilitation. Fish assemblage structure on tropical river floodplains is widely considered to be driven by dispersal limitation during the wet season and by environmental filtering and interspecific interactions during the dry season. However, the individual-level movement behaviours (e.g. site attachment, nomadism, homing) that regulate dispersal of fish on floodplains are poorly understood. We combined radiotelemetry and remote sensing to examine the movement behaviour of two large-bodied fishes (barramundi Lates calcarifer, forktail catfish Neoarius leptaspis) over the flood cycle in a tropical river-floodplain system in northern Australia to: (a) quantify movement responses in relation to dynamic habitat resources at a landscape scale; and (b) determine the extent of spatial 'reshuffling' of individual fish following the wet season. Both species altered their behaviour rapidly in response to changes in the availability and distribution of aquatic habitat, with most individuals undertaking extensive movements (up to similar to 27 km from the tagging location) on the inundated floodplain during the wet season. Although there was considerable individual variation in movement patterns, overall barramundi distributions closely tracked the extent of floodplain primary productivity, whereas catfish distributions were most closely associated with the extent of flooded area. Most individuals of both species exhibited homing back to previously occupied dry season refugia during the wet-to-dry transition, even though other potential refugia were available in closer proximity to wet season activity areas. We postulate that homing behaviour modulates temporal variation in fish assemblage composition and abundance and limits the transfer of aquatic-derived energy and nutrients into terrestrial food webs by reducing fish mortality on drying floodplains. Our study demonstrates the importance of quantifying individual-level behaviour across the three stages of dispersal (emigration, inter-patch movement, immigration) for our understanding of how animal movement influences energetic subsidies and other large-scale ecosystem processes.","Crook, David A.; Buckle, Duncan J.; Morrongiello, John R.; Allsop, Quentin A.; Baldwin, Wayne; Saunders, Thor M.; Douglas, Michael M.","Scholarly Journals",2020,89,"BIOSIS:PREV202000306187","wos",71,"MB","ES",NA,NA,NA,NA,NA,NA,NA
"trends in a satellite-derived vegetation index and environmental variables in a restored brackish lagoon","We evaluated relative influence of climatic variables on the plant productivity after lagoon restoration. Chilika Lagoon, the largest brackish lake ecosystem in East Asia, experienced severe problems such as excessive dominance of freshwater exotic plants and rapid debasement of biodiversity associated with decreased hydrologic connectivity between the lagoon and the ocean. To halt the degradation of the lagoon ecosystem, the Chilika Development Authority implemented a restoration project, creating a new channel to penetrate the barrier beach of the lagoon. Using a satellite-derived normalized difference vegetation index (NDVI) dataset, we compared the trend of vegetation changes after the lagoon restoration, from April 1998 to May 2014. The time series of NDVI data were decomposed into trend, seasonal, and random components using a local regression method. The results were visualized to understand the traits of spatial distribution in the lagoon. The NDVI trend, indicative of primary productivity, decreased rapidly during the restoration period, and gradually increased (slope coefficient: 2.1×10−4, p&lt;0.05) after two years of restoration. Level of seawater exchange had more influences on plant productivity than local precipitation in the restored lagoon. Higher El Niño/Southern Oscillation increased sea level pressure, and caused intrusion of seawater into the lagoon, and the subsequently elevated salinity decreased the annual mean NDVI. Our findings suggest that lagoon restoration plans for enhancing interconnectivity with the ocean should consider oceanographic effects due to meteorological forcing, and long-term NDVI results can be used as a valuable index for adaptive management of the restoration site.","Kim, Ji Yoon;Pattnaik, Ajit K;Dong-Kyun, Kim;Gea-Jae Joo;Rastogi, Gurdeep;Muduli, Pradipta R;Samal, Rabindra N;Do, Yuno","Scholarly Journals",2015,4,"2000408871","proquest",72,"CP","ES",NA,NA,NA,NA,NA,NA,NA
"trophic connectivity and basal food sources sustaining tropical aquatic consumers along a mangrove to ocean gradient","Variations in the relative importance of autotrophic sources to aquatic consumers along environmental gradients and the trophic role of mangrove-derived detritus to marine coastal food webs are still poorly investigated in tropical systems. In this study, we employed stable isotope analyses to investigate the relative importance of basal food sources to macroconsumers (decapod crustaceans and fishes) in a tropical estuary along an environmental gradient extending from the mangroves to the ocean. Additionally, we evaluated the 'outwelling hypothesis', which hypothesizes that mangrove-derived detritus exported to the adjacent marine area is a food source for marine macroconsumers at open and reef-protected sandy beaches. Primary producers and macroconsumers (62 and 214 samples, respectively) were collected at five locations across the main longitudinal axis of the Mamanguape estuary, a tropical Southwestern Atlantic estuary. There were marked shifts in carbon and nitrogen isotope values for both food sources and consumers along the estuarine-marine gradient, and the mixing model results revealed similar patterns of assimilation of basal food sources by decapod crustaceans and fishes. In the inner section of the estuary, consumers tended to assimilated nutrients derived mainly from mangrove and macroalgae, whereas nearer the mouth of the estuary and in the adjacent marine area they assimilated nutrients derived mainly from macroalgae, seagrass and organic matter in the sediment (SOM). These findings support the hypothesis that the relative importance of basal food sources to macroconsumers in this tropical estuarine system reflects the dominant autochthonous primary production at each location. In contrast, our results did not support the outwelling hypothesis that mangrove-originated detritus, in the form of senescent mangrove leaves, makes a significant contribution as a primary source of carbon to high-order consumers inhabiting adjacent ocean sandy beaches.","Claudino, Marlucy Coelho;Pessanha, Andre Luiz Machado;Araujo, Francisco Gerson;Garcia, Alexandre Miranda","Scholarly Journals",2015,167,"1753464381","proquest",73,"LY","DC",NA,NA,NA,NA,NA,NA,NA
"trophic structure of apex fish communities in closed versus leaky lakes of arctic alaska","Despite low species diversity and primary production, trophic structure (e.g., top predator species, predator size) is surprisingly variable among Arctic lakes. We investigated trophic structure in lakes of arctic Alaska containing arctic char Salvelinus alpinus using stomach contents and stable isotope ratios in two geographically-close but hydrologically-distinct lake clusters to investigate how these fish may interact and compete for limited food resources. Aside from different lake connectivity patterns (‘leaky’ versus ‘closed’), differing fish communities (up to five versus only two species) between lake clusters allowed us to test trophic hypotheses including: (1) arctic char are more piscivorous, and thereby grow larger and obtain higher trophic positions, in the presence of other fish species; and, (2) between arctic char size classes, resource polymorphism is more prominent, and thereby trophic niches are narrower and overlap less, in the absence of other predators. Regardless of lake cluster, we observed little direct evidence of arctic char consuming other fishes, but char were larger (mean TL = 468 vs 264 mm) and trophic position was higher (mean TP = 4.0 vs 3.8 for large char) in lakes with other fishes. Further, char demonstrated less intraspecific overlap when other predators were present whereas niche overlap was up to 100% in closed, char only lakes. As hydrologic characteristics (e.g., lake connectivity, water temperatures) will change across the Arctic owing to climate change, our results provide insight regarding potential concomitant changes to fish interactions and increase our understanding of lake trophic structure to guide management and conservation goals.","Klobucar, Stephen L;Budy, Phaedra","Scholarly Journals",2020,194,"2551966841","proquest",74,"DC","CP",NA,NA,NA,NA,NA,NA,NA
"use of ndvi and landscape metrics to assess effects of riverine inputs on wetland productivity and stability","Alterations to Louisiana's river systems and local hydrology have resulted in reduced freshwater, sediment, and nutrient inputs to wetland landscapes, causing significant negative impacts on marsh productivity and stability. This study set out to assess regional- and basin-scale impacts of river connectivity and sediment availability on wetland productivity. Satellite data were used in conjunction with river discharge, river sediment concentration, and wetland accretion data to evaluate correlations between river connectivity and wetland productivity and stability. Significant correlations were observed between river connectivity and Normalized Difference Vegetation Index (NDVI) and Aggregation Index (AI) values across a 10 year period of analysis. Moderate correlations (r(2) = 0.51) between mean NDVI and AI values were observed for all wetland vegetation in coastal Louisiana. Middle Coast wetlands had the highest river connectivity and significantly higher aboveground productivity, spatial integrity, and wetland area. The Chenier Plain, with moderate sediment and nutrient inputs, consisted primarily of moderate productivity and integrity. The majority of the inactive Deltaic Plain, which is largely sediment deprived, consists of landscapes with the lowest wetland productivity and spatial integrity. This study linked wetland area, configuration, and productivity with river connectivity to provide an enhanced understanding of river and sediment importance for wetland stability and restoration.","Suir, Glenn M.; Sasser, Charles E.","Scholarly Journals",2019,39,"BIOSIS:PREV201900873918","wos",75,"PG","DC",NA,NA,NA,NA,NA,NA,NA
"variations in dissolved greenhouse gases (co2, ch4, n2o) in the congo river network overwhelmingly driven by fluvial-wetland connectivity","We carried out 10&#xa0;field expeditions between 2010 and 2015 in the lowland part of the Congo River network in the eastern part of the basin (Democratic Republic of the Congo), to describe the spatial variations in fluvial dissolved carbon dioxide ( CO 2 ), methane ( CH 4 ) and nitrous oxide ( N 2 O ) concentrations. We investigate the possible drivers of the spatial variations in dissolved CO 2 , CH 4 and N 2 O concentrations by analyzing covariations with several other biogeochemical variables, aquatic metabolic processes (primary production and respiration), catchment characteristics (land cover) and wetland spatial distributions. We test the hypothesis that spatial patterns of CO 2 , CH 4 and N 2 O are partly due to the connectivity with wetlands, in particular with a giant wetland of flooded forest in the core of the Congo basin, the “Cuvette Centrale Congolaise” (CCC). Two transects of 1650 km were carried out from the city of Kisangani to the city of Kinshasa, along the longest possible navigable section of the river and corresponding to 41 % of the total length of the main stem. Additionally, three time series of CH 4 and N 2 O were obtained at fixed points in the main stem of the middle Congo (2013–2018, biweekly sampling), in the main stem of the lower Kasaï (2015–2017, monthly sampling) and in the main stem of the middle Oubangui (2010–2012, biweekly sampling). The variations in dissolved N 2 O concentrations were modest, with values oscillating around the concentration corresponding to saturation with the atmosphere, with N 2 O saturation level (% N 2 O , where atmospheric equilibrium corresponds to 100 %) ranging between 0 % and 561 % (average 142 %). The relatively narrow range of % N 2 O variations was consistent with low NH 4 + ( 2.3 ± 1.3 µ mol L - 1 ) and NO 3 - ( 5.6 ± 5.1 µ mol L - 1 ) levels in these near pristine rivers and streams, with low agriculture pressure on the catchment (croplands correspond to 0.1 % of catchment land cover of sampled rivers), dominated by forests ( ∼ 70 % of land cover). The covariations in % N 2 O , NH 4 + , NO 3 - and dissolved oxygen saturation level (% O 2 ) indicate N 2 O removal by soil or sedimentary denitrification in low O 2 , high NH 4 + and low NO 3 - environments (typically small and organic matter rich streams) and N 2 O production by nitrification in high O 2 , low NH 4 + and high NO 3 - (typical of larger rivers that are poor in organic matter). Surface waters were very strongly oversaturated in CO 2 and CH 4 with respect to atmospheric equilibrium, with values of the partial pressure of CO 2 ( p CO 2 ) ranging between 1087 and 22 899 ppm (equilibrium ∼ 400 ppm) and dissolved CH 4 concentrations ranging between 22 and 71 428 nmol L - 1 (equilibrium ∼ 2 nmol L - 1 ). Spatial variations were overwhelmingly more important than seasonal variations for p CO 2 , CH 4 and % N 2 O as well as day–night variations for p CO 2 . The wide range of p CO 2 and CH 4 variations was consistent with the equally wide range of % O 2 (0.3 %–122.8 %) and of dissolved organic carbon (DOC) (1.8–67.8 mg L - 1 ), indicative of generation of these two greenhouse gases from intense processing of organic matter either in “terra firme” soils, wetlands or in-stream. However, the emission rate of CO 2 to the atmosphere from riverine surface waters was on average about&#xa0;10 times higher than the flux of CO 2 produced by aquatic net heterotrophy (as evaluated from measurements of pelagic respiration and primary production). This indicates that the CO 2 emissions from the river network were sustained by lateral inputs of CO 2 (either from terra firme or from wetlands). The p CO 2 and CH 4 values decreased and % O 2 increased with increasing Strahler order, showing that stream size explains part of the spatial variability of these quantities. In addition, several lines of evidence indicate that lateral inputs of carbon from wetlands (flooded forest and aquatic macrophytes) were of paramount importance in sustaining high CO 2 and CH 4 concentrations in the Congo river network, as well as driving spatial variations: the rivers draining the CCC were characterized by significantly higher p CO 2 and CH 4 and significantly lower % O 2 and % N 2 O values than those not draining the CCC; p CO 2 and % O 2 values were correlated to the coverage of flooded forest on the catchment. The flux of greenhouse gases (GHGs) between rivers and the atmosphere averaged 2469 mmol m - 2 d - 1 for CO 2 (range 86 and 7110 mmol m - 2 d - 1 ), 12 553 µ mol m - 2 d - 1 for CH 4 (range 65 and 597 260 µ mol m - 2 d - 1 ) and 22 µ mol m - 2 d - 1 for N 2 O (range - 52 and 319 µ mol m - 2 d - 1 ). The estimate of integrated CO 2 emission from the Congo River network ( 251 ± 46 TgC (10 12 gC) yr - 1 ), corresponding to nearly half the CO 2 emissions from tropical oceans globally (565 TgC yr - 1 ) and was nearly 2&#xa0;times the CO 2 emissions from the tropical Atlantic Ocean (137 TgC yr - 1 ). Moreover, the integrated CO 2 emission from the Congo River network is more than 3&#xa0;times higher than the estimate of terrestrial net ecosystem exchange (NEE) on the whole catchment (77 TgC yr - 1 ). This shows that it is unlikely that the CO 2 emissions from the river network were sustained by the hydrological carbon export from terra firme soils (typically very small compared to terrestrial NEE) but most likely, to a large extent, they were sustained by wetlands (with a much higher hydrological connectivity with rivers and streams).","Borges, Alberto V;Darchambeau, François;Lambert, Thibault;Morana, Cédric;Allen, George H;Tambwe, Ernest;Sembaito, Alfred Toengaho;Taylor Mambo;Wabakhangazi, José Nlandu;Descy, Jean-Pierre;Teodoru, Cristian R;Bouillon, Steven","Scholarly Journals",2019,16,"2301328534","proquest",76,"ES","MB",NA,NA,NA,NA,NA,NA,NA
"woody plant encroachment has a larger impact than climate change on dryland water budgets","Woody plant encroachment (WPE) into grasslands is a global phenomenon that is associated with land degradation via xerification, which replaces grasses with shrubs and bare soil patches. It remains uncertain how the global processes of WPE and climate change may combine to impact water availability for ecosystems. Using a process-based model constrained by watershed observations, our results suggest that both xerification and climate change augment groundwater recharge by increasing channel transmission losses at the expense of plant available water. Conversion from grasslands to shrublands without creating additional bare soil, however, reduces transmission losses. Model simulations considering both WPE and climate change are used to assess their relative roles in a late 21st century condition. Results indicate that changes in focused channel recharge are determined primarily by the WPE pathway. As a result, WPE should be given consideration when assessing the vulnerability of groundwater aquifers to climate change.","Schreiner-McGraw, Adam P;Vivoni, Enrique R;Ajami, Hoori;Sala, Osvaldo E;Throop, Heather L;Peters, Debra P C","Scholarly Journals",2020,10,"2404048751","proquest",77,"RP","ES",NA,NA,NA,NA,NA,NA,NA
