"title","ID","qc","Abstract","Authors","year","Database_unique","search","qc_notes"
"an abiotic typology and reference conditions for nutrients and chlorophyll-a in subtropical reservoirs (são paulo state, brazil)","chl_5",90,"The establishment of reference conditions and typology are two important steps in water resources management. The reference conditions enable the determination of how impacted an ecosystem is, while the typology facilitates the implementation of management procedures. A study of subtropical reservoirs in São Paulo State (Brazil) was performed to obtain (1) an abiotic typology, using principal component analysis (PCA) and cluster analysis (Ward's method with Euclidean distances), and (2) reference conditions for total phosphorus (TP), total nitrogen (TN), and chlorophyll-a (Chl-a) in the dry and rainy seasons for one of the established typologies. Two main statistical techniques were used: the lake population distribution approach and the trisection method. PCA identified an environmental gradient in the east-west direction, with reservoirs at higher latitudes and with larger dimensions in the west, and smaller reservoirs in eastern areas with higher altitude and higher average annual rainfall. The PCA and cluster analysis indicated that there were four main types of reservoirs. The nutrient criteria techniques, obtained for 13 type I rainy-east reservoirs, were not significantly different (t test, p &lt; 0.05). Although the methods resulted in similar reference conditions, one-way ANOVA indicated significant differences between the seasons for Chl-a, which levels were slightly higher in the rainy season. As far as we know, this is the first study to simultaneously provide an abiotic typology and reference conditions for chlorophyll-a and nutrients in different seasons, considering subtropical reservoirs in South America. This investigation makes an important contribution to the monitoring and management of subtropical reservoirs, and the promotion of dialog between the scientific community and managers, aiming at ensuring the sustainability of water bodies.","Cardoso-Silva, Sheila;Frascareli, Daniele;Silva, Daniel C V R;Figueira, Rubens César Lopes;Bittencourt, Marisa Dantas;Moschini-Carlos, Viviane;Pompêo, Marcelo",2021,"Agricultural & Environmental Science Collection","chla",""
"analysis of anthropogenic, climatological, and morphological influences on dissolved organic matter in rocky mountain streams","pro_5",50,"In recent decades, the Rocky Mountains (RM) have undergone significant changes associated with anthropogenic activities and natural disturbances. These changes have the potential to alter primary productivity and biomass carbon storage. In particular, dissolved organic carbon (DOC) in RM streams can affect heterotrophic processes, act as a source for the nutrient cycle, absorb sunlight radiation, alter metal transport, and can promote the production of carcinogenic byproducts during water treatment. Recent studies have focused on the relationship between bark beetle infestations and stream organic matter but have reached conflicting conclusions. Consequently, here we compile and process multiple datasets representing features of the RM for the period 1983-2012 with the purpose of assessing their relative influence on stream DOC concentrations using spatial statistical modeling. Features representing climate, land cover, forest disturbances, topography, soil types, and anthropogenic activities are included. We focus on DOC during base-flow conditions in RM streams because base-flow concentrations are more representative of the longer-term (annual to decadal) impacts and are less dependent on episodic, short-term storm and runoff/erosion events. To predict DOC throughout the network, we use a stream network model in a 56,550 km2 area to address the intrinsic connectivity and hydrologic directionality of the stream network. Natural forest disturbances are positively correlated with increased DOC concentrations; however, the effect of urbanization is far greater. Similarly, higher maximum temperatures, which can be exacerbated by climate change, are also associated with elevated DOC concentrations. Overall, DOC concentrations present an increasing trend over time in the RM region.","Rodríguez-Jeangros, Nicolas;Hering, Amanda S;McCray, John E",2018,"ASFA: Aquatic Sciences and Fisheries Abstracts","pro",""
"aquatic metabolism short-term response to the flood pulse in a mediterranean floodplain","chl_6",153,"The pulsing of river discharge affects biodiversity and productivity of whole river-floodplain ecosystems, triggering the transport, storage and processing of carbon. In this study we investigate the short-term changes in water chemistry and net pelagic metabolism (NEP) in two floodplain lakes in response to a flood pulse. The two oxbow lakes investigated in the floodplain of the Mediterranean Ebro River (NE Spain) showed a clear temporal shift in their metabolic balance, controlled by the river discharge and associated changes in water physical and chemical characteristics. Water chemistry (turbidity, water organic matter, chlorophyll a and nutrients concentration) returned to pre-flood values after 4 days, highlighting the resilience of the ecosystem to flood pulses. Lake NEP was depressed before and during floods to a minimum of -34 mg O-2 m(-3) h(-1), and increased after the flood pulse to a maximum of +463 mg O-2 m(-3) h(-1). The phytoplankton assemblage showed before and after floods a replacement of autotrophic species (e.g. Chlorophyceans) by mixotrophic organisms (e.g. Cryptophyceans, Euglenoids). A linear mixed effects model identified abiotic factors, particularly temperature and river discharge, as significant predictors of the net aquatic metabolism and community respiration during flood conditions. Our results suggest that the role of the Ebro floodplain lakes as sources or sinks of C is complex and relative to the time scale investigated, depending strongly on the river discharge dynamics and the transport of limiting nutrients (phosphorus).","Gallardo, B.; Espanol, C.; Comin, F. A.",2012,"BiosisPreview","chla",""
"assessing seasonal eco-hydrological variability in lakes in the peace athabasca delta","r3_03",77,"It has been accepted previously that flood events brought about river ice-jam flooding plays a important role in the biology and maintenance of the Peace-Athabasca Delta (PAD) lakes through recharge of water volume and supplying nutrients to maintain the high productivity of deltaic lakes. While such assumptions are not unreasonable, little research has been done to test this theory. Ten PAD lakes positioned along a gradient of Evaporation/Inflow ratio were examined during 2003 with the goal of studying how the hydrologic setting influences the limnology of such waterbodies. The following questions were asked in this study: 1) Does hydraulic connectivity affect the nutrient and/or light regimes of deltaic lakes? 2) Does hydraulic connectivity affect productivity of macrophyte and phytoplankton communities? 3) Does hydraulic connectivity alter the seasonality of the limno-ecology of PAD lakes? Progress towards answering these questions goals were achieved through work of the previous summer (2003). Continuation of this work in the coming summer (2004) will allow for an examination of inter-year variability. In particular the possibility of contrasting the effects of differing ice break-up conditions on the seasonal development of limnological physical, chemical and biological conditions.","Wiklund, JA;Hall, R I",1,"ASFA: Aquatic Sciences and Fisheries Abstracts","pro",""
"assessing the effects of lateral hydrological connectivity alteration on freshwater ecosystems: a meta-analysis","chl_7",87,"The alteration of lateral hydrological connectivity (LHC) is among the major causes of decline in biodiversity and ecosystem functioning and services in river-floodplain ecosystems. Yet, the effects of LHC alteration on aquatic ecosystems have not been rigorously tested and synthesized. Here, we conducted a literature review and meta-analysis to provide a global synthesis of the effects of LHC alteration on aquatic ecosystems, and to test the effectiveness of indicators for bioassessment. In our review we found that the effects of LHC alteration were disproportionally documented in terms of geographic distribution and research subject. Most studies were conducted in Europe and America on the biodiversity and abundance of macroinvertebrates and fish. In our meta-analysis, we compared effect sizes between pairs of three LHC levels, i.e. disconnected, moderately connected, and highly connected. We found that only a limited number of water quality indicators (e.g. chlorophyll a, total phosphorus, conductivity, and dissolved oxygen) and biological community indicators (e.g. fish species richness, and zooplankton abundance) showed significant differences between LHC levels. The responses of these indicators to LHC alteration differed, and sometimes in opposing directions. We found out responsive indicators and their response trends, which could not only facilitate effective biomonitoring and bioassessment with regard to engineering and restoration of LHC, but also provide scientific underpinnings of the understanding of trade-offs among the indicators. We identified knowledge gaps and provided recommendations on how to fill these gaps, which included investigating rarely documented regions, developing new indicators, and quantifying mechanistic links between LHC and ecosystem functioning and services.","Shen, Minghua;Liu, Xueqin",2021,"Agricultural & Environmental Science Collection","chla",""
"assessing the potential health risk of cyanobacteria and cyanotoxins in lake naivasha, kenya","chl_8",165,"This study discerned the causes of cyanobacteria blooms in Lake Naivasha (Kenya). We hypothesized that phytoplankton and cyanobacteria biomass respond to hydrologic cycles, peaking during the wet season, and that microcystin (MC) concentrations are highest following the bloom collapse. Hydrologic loading (inferred from rainfall and lake level changes) and phytoplankton responses in two basins of the lake were monitored over a wet season followed by a dry season between September 2010 and March 2011. Results show that both phytoplankton and cyanobacteria biomass peaked in both basins during the wet season, with associated peaks in particulate MC concentrations. Even though phytoplankton and cyanobacteria biomass were higher in the smaller deep basin, MC concentrations were lower than in the large shallow basin. The high-MC levels during the wet season were followed by a greater MC production per cyanobacteria biomass unit in the dry season in both basins. The timing of the cyanobacteria bloom suggests that its formation was likely controlled by large nutrient influxes from the contributing catchment to the lake associated with intense rainfall following an intense drought, posing a risk to the health of the community due to increased MC levels.","Raffoul, M. H.; Enanga, E. M.; Senar, O. E.; Creed, I. F.; Trick, C. G.",2020,"BiosisPreview","chla",""
"bacterioplankton from two hungarian danube river wetlands (beda-karapancsa, danube-drava national park) and its relations to environmental variables","chl_9",157,"Seasonal and spatial distribution of bacterioplankton from two Hungarian oxbow lake type wetlands, Mocskos-Danube and Riha, was studied. They were both covered by macrophytes and they had different hydrological connectivity to the Danube. The six sampling campaigns from April to October 2014 included parallel samples from the Danube River at Mohacs, Hungary. Bacterial abundance was the highest in spring and in Mocskos-Danube, followed by Mohacs and Riha. Positive relationships existed between bacterioplankton and temperature on one hand and suspended solids, pH, PO4-P and chl-a on the other. Negative correlations were with DOC, dissolved oxygen and NH4-N.","Kalcheva, Hristina; Dinka, Maria; Agoston-Szabo, Edit; Berczik, Arpad; Kalchev, Roumen; Tarjanyi, Nikolett; Kiss, Anita",2016,"BiosisPreview","chla",""
"benthic algal response to hyporheic-surface water exchange in an alluvial river","chl_10",152,"We studied the response of benthic algae to points of hyporheic-surface water exchange in the main channel of the Middle Fork Flathead River within the Nyack Flood Plain, Montana. We examined hyporheic exchange at 120 sites using piezometers and measuring vertical hydraulic gradient (VHG), hydraulic conductivity, and vertical discharge. We removed benthic algae from a single cobble at each site, and we used VHG to group sampling sites for statistical analysis. Algal cell density and chlorophyll a concentration were significantly higher at sites with hyporheic discharge (+VHG, upwelling) compared to both sites with hyporheic recharge (-VHG, downwelling) and sites with no hyporheic-surface water exchange (=VHG, neutral) (ANOVA, P < 0.05). The assemblages of algae at upwelling sites were also significantly different from downwelling and neutral exchange sites (ANOSIM, P < 0.05). Filamentous green algae Stigeoclonium sp. and Zygnema sp. and a chrysophyte, Hydrurus foetidus (Villars) Trevisan were abundant at upwelling sites, whereas an assemblage of diatoms Achnanthidium minutissimum (Kutzing) Czarnecki, Cymbella excisa Kutzing, Diatoma moniliformis Kutzing, and Gomphonema olivaceoides Hustedt, were the most abundant taxa at downwelling and neutral exchange sites, occurring attached to, or in close association with the stalks of Didymosphenia geminata (Lyngbye) Schmidt. These data show that benthic algal communities are structured differently depending on the direction of hyporheic flux in the main channel of a large alluvial river, suggesting that hyporheic-surface exchange may influence the spatial distribution of main-channel benthic algae in rivers with hyporheic-surface water connectivity.","Wyatt, Kevin H.; Hauer, F. Richard; Pessoney, George F.",2008,"BiosisPreview","chla",""
"biogeochemistry and biodiversity in a network of saline-alkaline lakes: implications of ecohydrological connectivity in the kenyan rift valley","pro_6",195,"The volcanic and tectonic lakes of the eastern branch of the African Great Rift Valley are exposed to multiple stressors and characterised by different levels of hydrological connectivity. Past volcanic activity generated endorheic basins, in which the nature of the bedrock, its connection with groundwater, and local climatic conditions, favoured the formation of highly alkaline soda waters. While little is known about their nutrient dynamics, most lakes in this area experience considerable microbial blooms and harbour diverse and specifically adapted microbial populations, some of which could embody novel biotechnological potential. Here we review the geochemical and (micro) biological features of a cluster of lakes distributed within the East African Rift, ranging from fresh to hypersaline, under different levels of hydrological connectivity. Possibly no other location on Earth has a comparable range of lake types in close proximity to each other and representing such a remarkable microbial biodiversity. Environmental heterogeneity and habitat connectivity among adjacent aquatic ecosystems may have positive implications in terms of regional environmental stability by enhancing the overall carrying capacity, i.e. the resilience to various forms of impact, contributing to biodiversity protection. Within these ecosystems, microbial processes encompass the entire basis of their primary production, in particular those driven by cyanobacteria. Combining a multi-disciplinary ecohydrological approach with a biogeochemical investigation of the principles underlying their functioning, our study can contribute to the development of appropriate environmental protection measures to effectively maintain their natural capital. (C) 2017 European Regional Centre for Ecohydrology of the Polish Academy of Sciences. Published by Elsevier Sp. z o.o. All rights reserved.","Fazi, Stefano; Butturini, Andrea; Tassi, Franco; Amalfitano, Stefano; Venturi, Stefania; Vazquez, Eusebi; Clokie, Martha; Wanjala, Silas W.; Pacini, Nic; Harper, David M.",2018,"ZooRec","pro",""
"biogeochemistry of carbon in the amazonian floodplains over a 2000-km reach: insights from a process-based model","pro_7",62,"The influence of Amazonian floodplains on the hydrological, sedimentary, and biogeochemical river budget was investigated over a 2000-km reach. A process-based model relying on the closure of chemical fluxes and isotopic signals was implemented. On average for the whole studied reach, the overall fluxes of carbon associated with mineralization and aquatic photosynthesis were estimated to 35.7 and 15.3 Tg C yr -1 , respectively. Almost 57% of the carbon sequestrated by photosynthesis comes from aerial sources (flooded forest); the remaining 43% resulted from aquatic sources (várzea grasses and phytoplankton). The process rates substantially fluctuate over the annual cycle, depending particularly on the extension of flooded area and on the river-floodplain connectivity. As the river level declines, the drastic decrease of turbidity and the lower supply of carbon substrates promote autotrophy to the detriment of heterotrophy, leading to substantial changes of pH and gaseous equilibria in the river water. The main consequences are (i) the side-chain oxidation of dissolved organic matter leading to the concomitant rises of the carbon to nitrogen atomic ratio and nitrate contents and (ii) the sorption of hydrophobic humic acids, which fractionate 13 C and thus lead to 13 C-depleted particulate organic matter (fine fraction) compared to remaining dissolved organic matter. As the river flow rises, the heterotrophy prevails over autotrophy and this tends to attenuate the chemical signature imprinted by the latter. The significant contribution of aerial autochthonous sources to the budget of carbon indicates that the fluxes of mineralization are sustained by the net primary production of river corridors. The variable extension of submerged areas defines the proportions of CO 2 exported by the river and released to the atmosphere. The rate of CO 2 outgassing on the studied reach (18.8 Tg C yr -1 ) represents about 50% of the incoming dissolved inorganic carbon flux. The rate of methane emission is estimated as 2.2 Tg C yr -1 and that of denitrification is estimated as 0.87 Tg N yr -1 , representing 1.5 times the flux of dissolved inorganic nitrogen (DIN) exported by the Amazon River at the station of Óbidos (0.64 Tg N yr -1 ).","Jose Mauro Sousa de Moura,@ Daniel de Castro Victoria,&amp; Andre Marcondes Andrade Toledo,, Vincent;Colicchio++, Erich",2011,"ASFA: Aquatic Sciences and Fisheries Abstracts","pro",""
"biological responses to recent eutrophication and hydrologic changes in xingyun lake, southwest china","chl_11",7,"The synergistic influence of multiple environmental stressors on lake ecosystems has typically been evaluated paleolimnologically, through examination of a single biological indicator. Aquatic organisms, however, may display heterogeneous responses because of differences in their ecological sensitivity, and/or because of ecological consequences caused by strong interactions among multiple stressors. We applied paleolimnological methods to compare patterns of algal and invertebrate response to multiple stressors in a large, shallow lake in southwest China over the last two centuries. Our multi-proxy records show a clear trajectory of lake eutrophication (greater total nitrogen) and increasing lake productivity (greater sediment Chlorophyll-a concentration) during the last century. Nutrient enrichment and lake productivity played significant, but different roles, in structuring diatom and cladoceran assemblages, accounting for 31.4 and 77.3% of the total variance in the communities, respectively. Furthermore, there was a pronounced influx of the endemic diatom species Cyclotella rhomboideo-elliptica Skuja, which was strongly associated with the second axis of a diatom PCA (Principal Component Analysis). This occurred synchronously with a documented reversal of hydrological connectivity with a downstream, nutrient-poor lake during the early twentieth century, suggesting a role for species dispersal in modulating community reorganization. There are also strong differences between the two organism groups in their sensitivity to hydrological fluctuations, as hydrodynamics, indicated by sand content, was a significant driver for cladocerans (>25%), but showed only minor influence on diatom assemblages in our selection of minimum adequate models. The proportion of the total variance explained by our measured variables (<30%) was much lower for diatom assemblages than for both cladoceran assemblage and accumulation data (~77%), reflecting differences in community reorganization between the two biological indicators. The sediment-based evaluation of community responses revealed the differential impact of eutrophication and hydrological fluctuations on the biota of this large, shallow lake. Therefore, multiple biological indicators should be evaluated in limnological surveys to assess the full scope of ecological changes in highly stressed lake systems targeted for conservation or restoration.","Liu, Yuanyuan;Chen, Guangjie;Hu, Kui;Shi, Haibin;Huang, Linpei;Chen, Xiaolin;Lu, Huibin;Zhao, Shuaiying;Chen, Li",2017,"ASFA: Aquatic Sciences and Fisheries Abstracts","chla",""
"bird rookery nutrient over-enrichment as a potential accelerant of mangrove cay decline in belize","pro_8",101,"Coastal eutrophication is an issue of serious global concern and although nutrient subsidies can enhance primary productivity of coastal wetlands, they can be detrimental to their long-term maintenance. By supplying nutrients to coastal ecosystems at levels comparable to intensive agriculture practices, roosting colonial waterbirds provide a natural experimental design to examine the impacts of anthropogenic nutrient enrichment in these systems. We tested the hypothesis that long-term nutrient enrichment from bird guano deposition is linked to declines in island size, which may subsequently decrease the stability and resilience of mangrove cays in Belize. We combined remote sensing analysis with field- and lab-based measurements of forest structure, sediment nutrients, and porewater nutrients on three pairs of rookery and control cays in northern, central, and southern Belize. Our results indicate that rookery cays are disappearing approximately 13 times faster than cays without seasonal or resident seabird populations. Rookery cays were associated with a significantly higher concentration of nitrogen (N) in mangrove leaves and greater aboveground biomass, suggesting that eutrophication from bird guano contributes to increased aboveground productivity. Sediments of rookery cays also had lower percentages of soil organic matter and total N and carbon (C) than control islands, which suggests that eutrophication accelerates organic matter decomposition resulting in lower total C stocks on rookery cays. Our results indicate that coastal eutrophication can reduce ecosystem stability by contributing to accelerated cay loss, with potential consequences for mangrove resilience to environmental variability under contemporary and future climatic scenarios.","Simpson, L T;Canty, S W J;Cissell, J R;Steinberg, M K;Cherry, J A;Feller, I C",2021,"Agricultural & Environmental Science Collection","pro",""
