"ID","connectivity_type","connectivity_measure","seasonal_code","repeats_code","chlorophyll","country","watershed","water_body_type","basin_size","site_size","water_body_size","latitude","longitude","year","seasonality","seasons","study_type","connectivity","lateral","longitudinal","hyporheic","spatial","temporal_def","temporal","connectivity_process","connectivity_quantitative","connectivity_metric","connectivity_def","predictors","responses","primary_productivity_metric","chlorophyll_method","chlorophyll_response","p_value","food_web","mean","sd","n","data_published","data_figure","data_analysis_method","include_exclude","notes","regulated","cc_notes","meta_analysis","include_exclude_reason"
"chl_51","1","b, c, e","yes","no","ug/L","Africa","Congo","river",NA,"large","1700 km","N",NA,"2013-2014","Y","wet/dry","observational","Y","Y","Y","N","Y","wet/dry","Y","high flow, falling flow","N","phytoplankton","chla composition, diatom vs. green algae","phytoplankton","chl-a, TSM, DOC, POC","phytoplankton","Li-Cor LI-190 Quantum Sensor","mixed","N","Y","Y","N","Y","Y","Y","phytoplankton analysis","Y","chla differed between two periods studied in the mainstem","no","chlorophyll in mainstem and trib during high water and falling water","N","connectivity metric"
"chl_60","1, 2","a","no","no","ug/L","Canada","St Lawrence River","river",NA,"large","1600000 sqkm","Y",NA,"2006","N","","observational","Y","Y","Y","N","Y","","N","river flow","Y","water mass distribution map AEM","asymmetric eigenvector map","DOM components (heavy or labile)","chl-a, P, bacterial abundance, irradiance","DOM/DOC","machine","mixed","N","Y","Y","Y","Y","Y","Y","eigenvector","Y","dense paper but may be difficult to extract connectivity specific metric for use","no","difference in env vs. spatial variation for describing high protein weight DOM vs. more labile DOM.","N","connectivity metric"
"chl_68","2","c, d, e","yes","no","ug/L","Austria","Danube","floodplain",NA,"large","350km","N",NA,"2009, 2013","Y","wet/dry","observational","Y","Y","Y","N","Y","wet/dry","Y","flow connection","Y","CV of variables when connected across sites (based on water connection and duration)","categorical small/large floodplain and rarely or frequently connected","non-reactive geochemical (Ca, Alk, Cl, DOC)","chl-a, NO3, NH4, PO4, SO4","chl-a","photometric","mixed","N","N","Y","N","Y","Y","Y","anova/tukey","Y","","yes","biogeochemical comparison in connected small and large floodplain areas","N","connectivity metric"
"chl_70","0","g","no","no","","USA","USA","lakes",NA,"large","large","N",NA,"","N","","data","N","N","N","N","N","","N","lake connectivity for on and off catchments","N","","","","none","none","","none","N","N","N","N","N","N","Y","GIS, random forest","N","data paper about lakes dataset, not useable","no","data paper, not applicable","N","this is a dataset description, with some description of connectivity but not much"
"chl_78","2","g","no","no","ug/L","China","Yangtze","lake",NA,"large","large","N",NA,"2004-2010","N","","modeling","N","Y","N","N","Y","","N","connectivity type for lakes","N","connectivity type, river connected, river isolated, and non-river connected lakes","","TN, and TP","chl-a","chl-a","photometric","mixed","N","N","N","N","Y","N","Y","models using mult methods","Y","dense modeling paper, not really on target for our purposes","no","goals of paper were to derive chla critera based on cyanotox limits for drinking water supply. Connectivity was used to classify lake-river connections, but no mention of method. ","N","chl-a"
"pro_15","3","c, f","no","no","","Australia","Pilbara","creek",NA,"small","small","Y",NA,"2012","N","wet/dry","observational","Y","N","Y","Y","Y","","N","alluvial/hyporheic water connection","Y","water isotope and DIC isotope","","DOM, DOC, DIC, H","DIC","none","","none","N","Y","Y","Y","Y","Y","Y","isotope & DIC measure","Y","method comparison of DIC isotope and water isotopes in two isolated pools of a creek to compare ER and GPP in relation to DO","no","method of isotope, DIC, and DO comparison to see ER and GPP response","N","mentions connectivity"
"pro_21","2","c, d","yes","no","ug/L","Denmark","Roskilde Ford","estuary",NA,"30km ","123 sqkm","N",NA,"2015-2016","Y","spring/winter","observational","Y","Y","N","N","Y","spring/winter","Y","depth and wind connections in estuary","Y","GPP, NEP","net ecosystem production and gross primary production","GPP, NEP","GPP, NEP","chl-a","photometric","increase","","Y","Y","Y","Y","Y","Y","chl-a increased with draw down of Diss inorganic N in late Apr, but overall chl-a is low. Correlates with increase GPP and respiration in spring, GPP increased more strongly with water temps and solar radiation.","Y","","no","seasonal measurements of ecosystem metabolism across lateral depth gradients using GPP and NEP to assess productivity connectivity (metabolic) between shallow and deep sites.","N","chl-a and foodweb discussion"
"pro_44","2","b","yes","yes","","Poland","Vistula","river",NA,"large","1068km","Y",NA,"2006-2008, 2013","","potamophase/limnophase","observational","Y","Y","N","N","N","monthly april to sept","Y","connected oxbow","","zooplankton diversity","shannon-weaver diversity index","zooplankton and physical chem params","DO, conductivity, pH, secchi","zooplankton","","none","N","Y","Y","Y","Y","Y","Y","CCA of diversity and physio params","Y","","no","measured water quality and zooplankton bi monthly in connected/disconnected oxbow in Poland","N","connectivity & zooplankton"
"pro_5","1","a","no","no","","USA","Rockies","rivers",NA,"large","56550 sqkm","N",NA,"1983-2012","N","","remote sensing, modeling","Y","N","Y","N","Y","monthly","Y","DOC","Y","DOC","modeled or representative DOC","aspect, baseflow magnitude, precip, temperature, land use, urbanization","DOC","DOC","","none","N","N","Y","Y","Y","Y","Y","modeling of DOC","N","used DOC to predict concentrations in stream network and assess relative influences of many vars. Found urbanization had greater effect than natural disturbance (positive correlation w DOC), and higher max temps were linked with elevated DOC.","no","modeling paper used spatial modeling to assess weights and predict DOC throughout stream network","N","probably not, doesn't mention chlorophyll and connectivity is in relation to spatial autocorrelation of stream samples in model"
"pro_69","1","a, b, f","yes","yes","","Canada","Batchawana and Magpie","river",NA,"30km","large","Y",NA,"2003-2006","Y","spring/summer","observational/experimental","Y","N","Y","N","Y","spring/summer, regulated unregulated","Y","River regulation","Y","food web length based on isotopes and ramping rates","inverts to fish deltaN15","deltaN15","N15, C13","N15","","none","N","Y","Y","Y","Y","Y","Y","isotopic analysis of food web chain length","Y","","yes","measured isotopes for food web length in regulated vs unregulated sites in river","N","connectivity of foodweb length, but less about connectivity of flows…more about flow regimes"
"pro_75","1, 2","g","no","no","","USA","Louisiana","wetland",NA,"large","14000 sqkm","Y",NA,"2003-2013","Y","annual","remote sensing","Y","Y","N","N","Y","pre/post flood","Y","wetlands open to hydrological fluxes","Y","NDVI and Sed potential","surfaces elev change in river and NDVI","NDVI, sediment potential","","none","","none","N","N","Y","Y","Y","Y","Y","remote sensing","Y","GIS NDVI paper looking at connectivity btwn floodplains and rivers in Louisiana","no","remote sensing so hard to infer measure in this way","N","connectivity measure"
"r2_01","f","2","y","n","y","USA","Wabash-White","oxbow floodplain lakes",NA,NA,"86,000 km2, 809.5km","provided for each of nine lakes in Table 1","provided for each of 9 lakes in Table 1","2017, 2018, 2019, 2020","y","spring, summer, fall, winter","observational","y","y","n","n","y",NA,"y","flood pulse, precipitation, snow melt","y","stable water isotope","connection to the main channel","land cover, connectivity to main channel, topographic relief","water quality, total phosphorus, total nitrogen, chlorophyll-a, turbidity, pH, specific conductance, temperature, dissolved oxygen, secchi depth, fish diversity, fish abundance",NA,"lab","decrease","y","fish","n","n","n","y","y","linear regression","include","lakes with greater connectivity to the main channel showed lower loevels of chlorophyll-a, boxplot of chlorophyll-a data for each lake is available in figure 4, model estimates related to chlorophyll also presented","y","compared between lakes with different connectivity to the river","y",NA
"r2_02","g","2","y","n","y","USA","four watersheds, thre in Southern Rocky Mountain ecoregion, one in Snowy Range","alpine and subalpine lakes",NA,"size and location data for each of 16 lakes provided in table 1","size and location data for each of 16 lakes provided in table 1","size and location data for each of 16 lakes provided in table 1","size and location data for each of 16 lakes provided in table 1","2016","y","early summer, late summer","observational","y","y","n","n","y",NA,"y","snow melt, precipitation","n","none","none","pH, ammonium, total dissolved nitrogen, total dissolved phosphorus, total dissolved organic carbon, chl-a","bacterial community composition",NA,"lab",NA,"y","n","y","y","n","y","n","MANOVA, various statistical tests, PERMANOVA, NMDS","include","connectivity not explicitly measured or defined, just general variations in connectivity with season were discussed, chlorophyll did exhibit a change over time, but unclear whether it is related to connectivity or other factors that varried temporally; chlorophyll was not analyzed as a resonse variable, studied terrestrial-aquatic connectivity and between lake connectivity during snow melt; concluded that terrestrial-lake connectivity had a stronger influence on bacterial community, ""Chlorophyll-a was the only abiotic factor that differed by visit; concentrations were higher in the late summer than the early summer (p= 0.005, mean early summer = 1.5 μg/L ± 0.89  SD, and mean late summer = 5.9 μg/L ± 5.92  SD)"", e.g. chlorophyll was higher later in the summer when connectivity was less, but also lots of other parameters probably differed like temperature",NA,"compared different alpine and subalpine lakes, connectivity not explicitly measured or defined, variations in lake-lake and terrestrial-lake connectivity with seasonal snowmelt were discussed, chlorophyll did exhibit a change over time, but unclear whether it is related to connectivity or other factors that varried temporally","maybe",NA
"r2_03","d","2","n","n","y","China","Yangtze River","lakes",NA,NA,NA,"30N-32N","116E-120E","2019, 2020","y","spring, summer, fall, winter","observational","y","y","n","n","y",NA,"y","undescribed","n","urban vs suburban","lakes divided into urban lakes characterized by low water exchange rate and suburban lakes with hydrologic connectivity","nitrate concentration, phosphate concentration, zooplankton, water temperature, pH, dissolved oxygen, conductivity, secchi depth","chlorophyll-a",NA,"lab","decrease","y","zooplankton","y","y","n","n","y","ANOVA, HVP, multiple regression","include","connectivity only mentioned three times and confounded with differences between urban and suburban lakes, studied how chlorophyll responds to abiotic factors and small zooplankton dynamics, chlorophyll was significantly different between the suburban and urban lakes, but not clear that it is a response to the difference in connectivity","y","connectivity only mentioned three times and confounded with differences between urban and suburban lakes, chlorophyll was significantly different between the suburban and urban lakes, but not clear that it is a response to the difference in connectivity","maybe",NA
"r2_05","g","0","n","n","y","USA","Sacramento River","wetland, agricultural field, river channel",NA,"multiple","multiple",NA,NA,"2019","n","winter","observational","n","n","n","n","n",NA,"n",NA,NA,NA,NA,"landscape context, water residence time, habitat type, primary production, secondary production, turbidity, electrical conductivity, salinity, pH, chlorophyll-a, blue-green algae concentration","salmon growth rate",NA,"field",NA,"n","invertebrates, fish","n","n","n","n","y","mixed effects model","include","connectivity only mentioned once in abstract as part of the context, but the different habitats studied could potentially be framed as having different connectivity to the river channel and the study does measure and discuss differences in water residence time between habitat types, floodplain habitats had longer water resdience times and higher chlorophyll-a, chlorophyll-a analyzed as a predictor not a response, good reference for the impact of productivity on fish, ""Chlorophyll-a concentrations were generally higher in off-channel sites except during high flow events when concentrations were similar to the channel sites. Chlorophyll-a concentrations were also higher in wetland than in agricultural off-channel sites""","y","connectivity only mentioned once in abstract as part of the context, but the different habitats studied (wetland, agricultural, river channel) could potentially be framed as having different connectivity to the river channel and the study does measure and discuss differences in water residence time between habitat types, floodplain habitats had longer water resdience times and higher chlorophyll-a, chlorophyll-a analyzed as a predictor not a response","maybe",NA
"r2_07","d","2","n","n","y","India","River Ganga","wetland",NA,NA,NA,"23°25’56.93’’ N and 23°36’41.73’’ N","88°21’55.34’’ E and 88°10’57.48’’ E","2018, 2019","y","february, march, april, may, june, july, august","observational","y","y","n","n","y",NA,"y","monsoon","n","closed vs open","open defined as having perennial connection with the river, closed defined as having no connection with the river","connectivity","depth, turbidity, conductivity, total hardness, nitrate, total nitrogen, phosphate, silicate, calcium ion, magnisium ion, chlorophyll-a",NA,"lab","decrease","n","phytoplankton","y","y","n","n","n","ANOVA, CCA","include","studied the impact of wetland-river connectivity on physico-chemical parameters and phytoplankton, conclude that differences in connectivity are the main driver between physical, chemical, and biological differences between wetlands","y","compared conditions between two wetlands, one with connectivity to the river and one isolated from the river","y",NA
"chl_5","0","h","no","yes","mg/m3","Brazil","subtropical reservoirs in São Paulo","reservoir","248219.481 km2",NA,"12.0 - 574000.0",NA,NA,"1998-2017","every 2 months, representing dry and wet seasons","dry and rainy","observational","n","n","n","n","y","rainy and dry","y","na","na","na","na","EC, DO, pH, TP, TN, chl, rainy/dry, latitude, longitude, size, altitude, and mean depth","lake type","chl",NA,"Chl-a showed higher correlations with TN in both dry and rainy seasons","correlations","no","y","no","n","no","n","principal component analysis based on a covariation matrix and cluster analysis","include","table with reference values for chl in lakes","The reservoirs
analyzed belonged to the following units: predominantly industrialized (units 2, 5, and 6), in the process of industrialization (units 4, 8, 12, and 13), conservation (unit 14), and predominantly agricultural (units 15 to 22)","the word connectivity is not present anywhere in this article","no",NA
"chl_10","1","b","no","no","ug cm-2","USA","Nyack Flood Plain, Middle Fork of the Flathead River in northwestern
Montana","floodplain","3,000 km2","200 m-long transect","~30 km2",NA,NA,"2004","120 sites beginning on June 25 and ending on August 4 2004.","month","observational","y","n","y","y","y","month","n","hyporheic flux","y","piezometer into the sediments and calculating vertical hydraulic gradient (VHG), hydraulic conductivity (K, cms-1), and vertical discharge (Q, cm3 s-1).","hyporheic-surface exchange","site category (upwelling, downwelling, neutral)","algal cell abundance, chl","benthic algae","spectrophotometric chlorophyll a analysis following methanol extraction","Algal cell density and chlorophyll a concentration were significantly higher at sites with hyporheic discharge (+VHG, upwelling) compared to both sites with hyporheic recharge (-VHG, downwelling) and sites
with no hyporheic-surface water exchange (=VHG, neutral) (ANOVA, P\0.05). The assemblages of algae at upwelling sites were also significantly different from downwelling and neutral exchange sites (ANOSIM, P\0.05). Filamentous green algae Stigeoclonium sp. and Zygnema sp. and a chrysophyte, Hydrurus foetidus (Villars) Trevisan were abundant at upwelling sites, whereas an assemblage of diatoms Achnanthidium minutissimum (Ku¨tzing) Czarnecki, Cymbella excisa Ku¨tzing, Diatoma moniliformis Ku¨tzing, and Gomphonema olivaceoides Hustedt, were the most abundant taxa at downwelling and neutral exchange sites, occurring attached to, or in close association with the stalks of Didymosphenia geminata (Lyngbye) Schmidt.","statistically significant (ANOVA, F2, 117 = 29.33, P<0.001, Tukey’s test, P<0.05)","no","y","no","y","no","y","anova, linear regression","include","sd in figure","no","talk about other forms of connecitvity but analysis focuses on hyporheic","yes",NA
"pro_4","2","c","no","no","ugl -1","Austria","Danube Floodplain National Park","floodplain",NA,NA,NA,NA,NA,"2009","between July and October 2009, which covered the post-flood period.","5-9 dates post flooding","observational","y","y","y","y","y","5-9 dates of sampling. The intensity of sampling was more frequent at the onset of the post-flood phase (every few days) and decreased toward the end of the investigation period (every month). In subsystem I the first sample wastaken 7days after flood while in subsystem II, 3days after the flooding.","n","landscape alteration and water level",NA,"site, I semi-natural and restored side-arms of the river-floodplain, II temporarily disconnected backwaters, III permanently separated from the main channel","Subsystem I is located in a semi-natural and restored part of the river-floodplain, where two sidearms (A and B) were chosen. Although A and B are situated in different sections of the DFNP, both have very similar characteristics. They have been restored by lowering the riverbank, which results in frequent changes of lentic to lotic and flowing conditions (220 (A) and 180 (B) days per year). In subsystem II two temporarily disconnected backwaters (C) and (D) were selected. Section C and D are located in a semi-separated area of the floodplain, which is protected from direct flow-through by a levee and additional weirs. Here, a surface connection of back-waters with the main channel is established only rarely (average 18 days per year), during higher water level of the Danube (>1.30m above mean water). Subsystem III informer times was an integral part of the“active” floodplain area, but due to a major regulation of the river in the nineteenth century (embankment and additional weirs), subsystem III has been permanently separated from the main channel. Therefore, it is never flushed even during excep- tional floods. Hence, surface connection with the Danube is never established; the only connection with the Danube is through infiltration from groundwater","system I, II, III, water level, temperature, oxygen saturation, vertical profiles of light intensity, nitrate, ammonia, dissolved organic nitrogen (DON)—and soluble reactive phosphorus (SRP).","phytoplanlkton productivity and biomass, bacterial secondary production, bacterial abunance, DOM characterization, extracellulat enzymatic activity,","phytoplanlkton productivity and biomass, bacterial secondary production, bacterial abunance, DOM characterization, extracellulat enzymatic activity,","""standard""","Our results stress the importance of primary production in sustaining Bacterial secondary production in backwaters with a connectivity gradient. Nonetheless,the only modest variation of Bacterial secondary production compared to more dynamic primary production (the rate of carbon fixed in particulate organic matter (pPP), the rate of dissolved organic carbon released extracellularly by phytoplankton, and chl a) demonstrates that organic matter derived from sources other than phyto-planktonal sosupported  Bacterial secondary production in this river-floodplain system. chla (ugl -1) was highest in system I, intermediate in system II and lowerst in system III (statistically significant, data in Figure 2B)","y","no","y","no","y","no","y","T-test and One-Way ANOVA, Wilcox- and Kruska L-Wallis tests","include","boxplots with means and 25th and 75th percentiles in figure two (by the connectivity types), n = 42","parts of this area are severely impacted by human activity (river regulation),where as others were restored about 15 years ago",NA,"yes",NA
"pro_74","1","d","no","yes","μg L−1","USA","Brooks Mountain Range, Alaska (Lakes  Fog1,  Fog2, Fog3 and Fog5)","lake",NA,NA,"0.7 - 30.7 ha","68° 37.796′ N,","149° 35.834′ W","2013, 2014, 2015, 2016","May",NA,"observational","y","n","y","n","y",NA,"n","site","n","the lakes in one cluster of lakes are isolated with no surface water connectivity between the lakes (closed; n = 4) and contain arctic char as the only apex predator (e.g., Klobucar et al. 2017). The other cluster of lakes are leaky (n = 3) and defined by increased surface water connectivity (e.g., seasonal inlet and outlet steams).","varying degrees of connectedness (e.g., strings of lakes fully connected by perennial streams = hereafter ‘open’ and seasonally, moderately connected lakes = hereafter ‘leaky’;","lake, Surface area (ha), Max. depth (m) Mean depth (m), Secchi depth (m), Chl-α (μg L−1)","fish catch and fish diets","chlorophyll-a concentrations","chlorophyll concentrations are average measurements","not analysed",NA,"yes","y","no","n","no","n","Bayesian Ellipses","include","chl used to characterize sites, focus of article is fihs diets","no",NA,"yes",NA
"pro_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"exclude",NA,NA,NA,NA,"review"
