"","title","abstract","authors","article_type","pub_year","volume","database_id","database_type","reviewer_name","consistency_check","marine_y_n","water_body_type","original_research_y_n","response_variable","connectivity_metric","inclusion","notes","ID"
"75","short-term succession of aquatic plant species richness along ecosystem productivity and dispersal gradients in shallow lakes","Questions: The highest species richness is usually expected at an intermediate stage of development since the last major disturbance event, but some studies have shown that ecosystem productivity and dispersal may modify this pattern, suggesting the need for further studies on the effects of productivity and dispersal on the dynamics of species richness through succession. In this study, we analysed aquatic plant species richness in relation to (1) succession stage, measured as numbers of years since the last disturbance that affected the ecosystems; (2) lake productivity, measured as the chlorophyll a concentration; and (3) connectivity to similar nearby ecosystems, a proxy for the potential input of diaspores. Location: Shallow lakes of the Dombes region, France. Methods: Every 5-7 yr these shallow lakes are emptied and left to dry out for 1 yr. These drought disturbances lead to complete destruction of the submerged aquatic plant communities. Sixty lakes arranged along a gradient of productivity were selected. The probability of diaspore input was considered to increase from upstream to downstream, as lakes are organized in hydrologically connected networks via ditches, through which the downstream lakes receive water from the upstream lakes. For each lake, the aquatic plant species richness (from systematic summer vegetation sampling), time since the last disturbance (last summer drying), productivity (estimated as chlorophyll a concentration) and probability of diaspore input (assessed from position in the network) were recorded. Results: The aquatic plant species richness decreased with the time since the last disturbance for all of the lakes, but there was a significant interaction with the chlorophyll a concentration and position of the lake in the network. At the lowest ecosystem productivities, the relationship between successional stage and species richness was hump-shaped, whereas the species richness decreased with increasing time since the last disturbance when productivity increased. The lake's position in the network did not influence species richness during the first 2 yr after disturbance, but from year 3 and thereafter, lakes connected to high numbers of upstream lakes consistently exhibited decreased richness, contradicting the expected trend of increasing species richness with increasing diaspore inputs. Conclusions: This study indicates that both ecosystem productivity and connectivity strongly affected the relationship between aquatic plant species richness and succession, and that these factors should be taken into account in further developments of the intermediate disturbance hypothesis. In this study, we analysed the effect of the lake productivity and the lake connectivity on the relationship between aquatic plant species richness and the succession stage. These factors affected the dynamics of species richness through succession and they should be taken into account in further developments of the intermediate disturbance hypothesis. © 2012 International Association for Vegetation Science.","Arthaud, F;Vallod, D;Robin, J;Bornette, G;Wezel, A","Scholarly Journals","2013","24","1315882897","proquest","RP","DC","N","lake","Y","chla","posiition in network","Y",NA,"chl_58"
"76","so close, so far: differences in long-term chlorophyll a variability in three nearby estuarine-coastal stations","NA","NA","NA","NA","NA","NA","NA","LY","NA","Y, partly","coast and estuary","Y","chl-a","connected/not connected via cross correlation","N","I excluded this because partly marine","chl_59"
"77","spatial connectivity in a large river system: resolving the sources and fate of dissolved organic matter","Large rivers are generally heterogeneous and productive systems that receive important inputs of dissolved organic matter (DOM) from terrestrial and in situ sources. Thus, they are likely to play a significant role in the biogeochemical cycling of the DOM flowing to the oceans. The asymmetric spatial gradient driven by directional flow and environmental heterogeneity contributes to the fate of DOM flowing downstream. Yet, the relative effects of spatial connectivity and environmental heterogeneity on DOM dynamics are poorly understood. For example, since environmental variables show spatial heterogeneity, the variation explained by environmental and spatial variables may be redundant. We used the St. Lawrence River (SLR) as a representative large river to resolve the unique influences of environmental heterogeneity and spatial connectivity on DOM dynamics. We used three-dimensional fluorescence matrices combined with parallel factor analysis (PARAFAC) to characterize the DOM pool in the SLR. Seven fluorophores were modeled, of which two were identified to be of terrestrial origin and three from algal exudates. We measured a set of environmental variables that are known to drive the fate of DOM in aquatic systems. Additionally, we used asymmetric eigenvector map (AEM) modeling to take spatial connectivity into account. The combination of spatial and environmental models explained 85% of the DOM variation. We show that spatial connectivity is an important driver of DOM dynamics, as a large fraction of environmental heterogeneity was attributable to the asymmetric spatial gradient. Along the longitudinal axis, we noted a rapid increase in dissolved organic carbon (DOC), mostly controlled by terrestrial input of DOM originating from the tributaries. Variance partitioning demonstrated that freshly produced protein-like DOM was found to be the preferential substrate for heterotrophic bacteria undergoing rapid proliferation, while humic-like DOM was more correlated to the diffuse attenuation coefficient of UVA radiation.","Massicotte, Philippe;Frenette, Jean-Jacques","Scholarly Journals","2011","21","903662303","proquest","check","PG","n","river","y","dissolved organic matter (DOM), three-dimensional fluorescence matrices ","asymmetric eigenvector map (AEM) modeling","y","connectivity to downstream","chl_60"
"78","spatial connectivity in a large river system: resolving the sources and fate of dissolved organic matter","NA","NA","NA","NA","NA","NA","NA","LY","NA","N ","river","Y","DOM","Moran's i coefficients (cross correlation)","Y","Biogeochemical cycles","chl_60"
"79","spatial distribution of nutrient limitation in the danube river floodplain in relation to hydrological connectivity","In this paper, we describe the influence of flooding on nutrient conditions and phytoplankton Chl-a concentrations in a hydrologically dynamic Danube floodplain in North-Eastern Croatia. Based on hydrological typology, the connectivity gradient extends from the main river stream (Eupotamal) to the backwater channels and side-arms (Parapotamal) to the edge of the floodplain (Paleopotamal). A spatial gradient of phytoplankton Chl-a occurred during low water levels, while uniformity of Chl-a across wetland habitats was observed during high water levels. Nutrient enrichment assays indicated that inorganic nutrients in Eupotamal waters (N/P ratio 16-22) could support a higher growth rate of the assay alga Chlorella kessleri, while potential N limitation was found in Parapotamal and Paleopotamal waters (both with N/P ratios< 14). Spatial expansion of N limitation toward the main river was observed as inundation continued. Lateral flood pulse connectivity along with the duration of inundation period affects the input and the retention of nutrients, especially of nitrogen. Understanding of the relationship between spatial (location of the floodplain waterbodies regarding the river) and temporal (hydrological connectivity between the river and its floodplain) dimensions contribute to the importance of healthy floodplains for the maintenance of water quality and environmental conditions in the Danube River.","Persic, Vesna; Horvatic, Janja","Scholarly Journals","2011","31","BIOSIS:PREV201100752041","wos","check","MB","n","floodplain","y","nutrients; chlorophyll a","unclear; water level, duration of innundation","y","Describes the impact of floodplain inundation on chlorophyll a. Includes temporal, as well as spatial component. Note: chlorophyll a is written as ""Chl-a"", could we be missing results due to different word variations? Should we add ""Chl-a"" to search terms? Are there other varitations to add?","chl_61"
"80","spatial distribution of nutrient limitation in the danube river floodplain in relation to hydrological connectivity","In this paper, we describe the influence of flooding on nutrient conditions and phytoplankton Chl-a concentrations in a hydrologically dynamic Danube floodplain in North-Eastern Croatia. Based on hydrological typology, the connectivity gradient extends from the main river stream (Eupotamal) to the backwater channels and side-arms (Parapotamal) to the edge of the floodplain (Paleopotamal). A spatial gradient of phytoplankton Chl-a occurred during low water levels, while uniformity of Chl-a across wetland habitats was observed during high water levels. Nutrient enrichment assays indicated that inorganic nutrients in Eupotamal waters (N/P ratio 16-22) could support a higher growth rate of the assay alga Chlorella kessleri, while potential N limitation was found in Parapotamal and Paleopotamal waters (both with N/P ratios< 14). Spatial expansion of N limitation toward the main river was observed as inundation continued. Lateral flood pulse connectivity along with the duration of inundation period affects the input and the retention of nutrients, especially of nitrogen. Understanding of the relationship between spatial (location of the floodplain waterbodies regarding the river) and temporal (hydrological connectivity between the river and its floodplain) dimensions contribute to the importance of healthy floodplains for the maintenance of water quality and environmental conditions in the Danube River.","Persic, Vesna; Horvatic, Janja","Scholarly Journals","2011","31","BIOSIS:PREV201100752041","wos","RP","MB","N","floodplain","Y","chla","categorical","Y",NA,"chl_61"
"81","spatial heterogeneity in trophic status of shallow lakes on the boreal plain: influence of hydrologic setting","NA","NA","NA","NA","NA","NA","NA","CP","NA","N","lake","Y","chlorophyll-a concentration","hydrologic metrics","Y","","chl_62"
"82","spatial variability of chlorophyll-a and abiotic variables in a river-floodplain system during different hydrological phases","Chlorophyll-a (Chl-a) and abiotic variables were measured in the main channel and floodplain waterbodies of the Middle Parana River to analyse the system dynamics and to assess their spatial variability during different hydrological phases, including an extreme flood. We wanted to test that the flood does not always have a homogenising effect in a river-floodplain system. An explanatory model for Chl-a was performed according to Akaike's Information Criterion (AIC), and the relation of water level with the coefficient of variation (CV) among sites for each variable was explored. The model explained 64% of Chl-a variability. Water level, depth:euphotic zone ratio (Z (d):Z (eu)) (inverse correlation) and conductivity (direct correlation) were the significant explicative variables. The CV of Chl-a decreased with flood from the main channel to the floodplain, but for turbidity, Z (d):Z (eu), pH, dissolved oxygen, soluble reactive phosphorus and Chl-a:pheophytin-a ratio, it increased. However, within the floodplain, CV of turbidity, Z (d):Z (eu) and pH decreased during flood. These suggest that the homogenising effect frequently observed during inundation cannot be generalised and that the floodplain may maintain its identity even during flood. The extreme flood and its overlap with the warm season and sedimentological pulse probably contributed to the heterogeneity in the spatial gradient.","Mayora, Gisela; Devercelli, Melina; Giri, Federico","Scholarly Journals","2013","717","BIOSIS:PREV201300670242","wos","RP","LY","N","floodplain","Y","chla","coefficient of variation","Y",NA,"chl_63"
"83","spatial variability of zooplankton along a section of river sio under different habitat conditions","Many factors influence the abundance and species richness of zooplankton in river systems, including river hydrology, morphology, phytoplankton development and biotic interactions. River Sio discharges into Lake Victoria and forms a boundary between Kenya and Uganda at its middle and lower reaches. The river has an average discharge of 11.4 m3s-1 contributing 1.5% of riverine water input into Lake Victoria. Zooplankton community studies were carried out along a section of River Sio and its floodplain on the Ugandan side between November 2008 and January 2009. The main focus of the study was that River Sio zooplankton diversity; biomass and abundance patterns were expected to change with differing levels of lateral connectivity and habitat heterogeneity of the river plus its floodplain. Sampling along lateral and longitudinal transects of the river were done to investigate the effect of habitat heterogeneity subject to the river's flooding regimes on the abundance, composition and diversity of its zooplankton. Zooplankton samples were collected using a zooplankton net of mesh size 60/lm and a Schindler trap sampler for qualitative and quantitative analyses. Other factors determined were selected physico-chemical variables. Zooplankton and physical-chemical data were subjected to statistical analyses (ANOVA, multivariate, regression and correlation analyses) for significant tests after log transformation. The ordination of samples (sites and dates) of physical-chemical or biological variables was carried out using Principal Components Analysis (PCA). Similarity and diversity indices were used to assess structural patterns. In total, 45 rotifer, 9 copepod and 7 cladocera species were identified. Mean zooplankton density and biomass of River Sio were lower in the main channel of the river compared to its floodplain sites. Significant habitat differences were observed for zooplankton composition and abundance but no seasonal biomass and density differences were identified. Nutrient levels of River Sio were found to be very low. Physicalchemical factors like chlorophyll-a showed strong influences on the zooplankton community structure. These findings suggest that both low and high river water levels and the availability of heterogeneous habitats are crucial for zooplankton development in River Sio. The high zooplankton density observed bears significance to the ecological functions of the river as a breeding and nursery ground for potamodromous fishes from Lake Victoria.","Gimbo, R","Books","2009",NA,"968183622","proquest","MB","LY","n","river and floodplain","y","zooplankton community","unclear; water level, lateral connectivity","y","Describes the impact of floodplain innundation on zooplankton. Chlorophyll a discussed as predictor, not response variable.","chl_64"
"84","suspended sediment, nutrients, and chlorophyll in tropical floodplain lakes with different patterns of hydrological connectivity","The ecological functioning of floodplain lakes is largely influenced by the interaction with the river mainstem. In this study, seasonal variation in water chemistry and the relationship with the river conditions were compared between floodplain lakes that differ in the level of connection to the Usumacinta River, the largest river of Mesoamerica. Samples for suspended solids, nutrients, and chlorophyll a were collected through the year in lakes permanently connected to the river and in lakes that only received water from the Usumacinta for a short period during peak flow. Floodplain lakes showed higher total suspended solids than the river during the dry season while during the rainy season greater differences were observed between the river and the lakes, probably explained by higher concentrations in the river and greater sedimentation in the lakes. Greater organic matter content in the suspended solids was observed in the floodplain lakes, particularly in the more isolated lakes, likely related to high algal biomass. Nitrate concentrations were always higher in the river than in the lakes and lower nitrate concentrations occurred at the isolated lakes, suggesting that processes that remove nitrate occur through the year and are a common feature of floodplain lakes. Phosphorus in the connected lakes was higher than in the river only during the dry season, while in the isolated lakes concentrations were always greater than in the river. Chlorophyll a concentrations were higher in the connected lakes than in the river only during the dry season, while the more isolated lakes exhibited higher values through the year, showing signs of eutrophication. Suspended organic matter, nitrate, and chlorophyll showed larger differences between lake and river sites in the more isolated lakes, probably related to greater water residence time and its influence on primary production. Less connected lakes are more vulnerable to flow alteration because the brief period of connection to the river can be compromised and the effects of eutrophication exacerbated.","Castillo, María M","Scholarly Journals","2020","82","2439434677","proquest","DC","PG","n","lake and river","y","chlorophyll-a, nitrite, organic matter, phosporus","spatial isolation/connection","y",NA,"chl_65"
"85","temporal coherence between lake and landscape primary productivity","Understanding the patterns and drivers of primary productivity is a major goal of ecology, but little is known about whether the primary productivities of different types of ecosystems—here, lakes and the landscapes in which they are embedded—fluctuate in related ways through time. Due to shared climatic variation and well-known connections between lake and terrestrial ecosystems, such as nutrient and resource subsidies, we hypothesized that interannual fluctuations in aquatic and terrestrial primary productivity indices could be coherent. We also expected that lake and watershed characteristics could modify the strength and nature of primary productivity relationships. We applied wavelet coherence analyses to time series of lake chlorophyll-a and satellite-derived NDVI to examine coherence between lakes and land, and used random forest regression and generalized additive models to evaluate why coherence varies among lakes. There can be substantial coherence between lake and terrestrial primary productivity, but the strength and phase (direction and time lag) of this relationship vary widely, and there were marked differences between short (2–4-year periods of oscillation) and long (&gt; 4-year periods of oscillation) timescales. Across all timescales, variables associated with the connectedness of lakes to their watersheds were consistently the important explanatory variables of the strength and phase of coherence. The patterns observed in this study suggest the importance of cross-ecosystem flows, as opposed to shared climatic variation, in determining temporal coherence between lakes and the landscape.","Walter, Jonathan A;Fleck, Rachel;Kastens, Jude H;Pace, Michael L;Wilkinson, Grace M","Scholarly Journals","2021","24","2517102093","proquest","DC","ES","n","lake","y","chlorophyll-a and NDVI","adjacency (somewhat unclear)","y","The connectivity metrics are not well defined, they are statistically derived from the landscapes surrounding the lakes","chl_66"
"86","terrestrialization alters organic matter dynamics and habitat quality for freshwater mussels (unionoida) in floodplain backwaters","Anthropogenically induced reduction in flood inundation frequency often leads to terrestrialisation, which accompanies establishment and expansions of tree cover on areas formerly with little or no trees. We tested hypotheses that terrestrialisation degrades habitat for freshwater mussels (Unionoida: Unio douglasiae nipponensis and Lanceolaria grayana) by changing the organic matter (OM) dynamics in floodplain backwaters.Stable isotope composition of seston, periphyton, fine and coarse benthic particulate OM (FBPOM and CBPOM) and mussel tissues was measured to understand OM dynamics and food webs in 14 backwaters in the middle segment of the Kiso River, Japan. Isotope ratios, C:N ratio and chlorophyll a as a proxy of food resource characteristics and the frequency of hypoxia were related to mussel growth rates.delta C-13 of seston, periphyton and FBPOM was low at sites with lower inundation frequency (a greater degree of terrestrialisation), whereas such a trend was not observed for CBPOM (i.e. riparian leaf litter). Mussels fed exclusively on seston or mixtures of seston and periphyton with their delta C-13 tracking fluctuations in food resources.Sestonic delta C-13 differences were attributed to changes in dominant carbon origin from predominantly river-borne to autochthonous sources, while periphytic delta C-13 differences were possibly caused by a varying level of dependence on respiratory CO2. FBPOM-delta C-13 differences were associated with a greater contribution of CBPOM to the FBPOM pool in infrequently flooded backwaters. Variability in mussel growth was more closely related to hypoxia than food resource characteristics.We inferred that terrestrialisation changes quality of seston and benthic detritus and degrades habitat conditions largely by accumulating riparian leaf litter in the benthic detrital pool and increasing the frequency of hypoxia. The removal of riparian trees may temporarily improve habitat condition in backwaters heavily affected by terrestrialisation. However, ecological integrity in the long run requires the recovery of the process that suppresses terrestrialisation, which includes restoration of incised channels and flood pulses.","Negishi, Junjiro N.; Katsuki, Kotaro; Kume, Manabu; Nagayama, Shigeya; Kayaba, Yuichi","Scholarly Journals","2014","59","BIOSIS:PREV201400370733","wos","ES","CP","Y","riverine","Y","mussel growth rate","inundation frequency","N","C:N ratio, isotopic composition, and Chl-a related to mussel growth","chl_67"
"87","the hydrochemical response of small and shallow floodplain water bodies to temporary surface water connections with the main river","We investigated the effects of temporary surface water connections with the main river on the water chemistry of large and small waterbodies in a Danube floodplain by comparing hydrochemical data before, during and after water exchange with the Danube during two large floods in 2009 and 2013. In addition, we studied the effects of an increased frequency of flood pulses on the water chemistry of the floodplain via long-term monitoring data. We used conservative (i.e. biologically non-reactive) parameters (alkalinity, Ca, Cl, K, Mg, Na, SO4, conductivity) to identify hydrochemical changes due to the mixing with river water. Changes in non-conservative parameters (PO4-P, NO3-N, NO2-N, NH4-N, total phosphorus, dissolved organic carbon, dissolved oxygen, chlorophyll-a), which deviated from pure mixing effects, were ascribed to alterations of biogeochemical processes induced by the imported river water. In large floodplain waterbodies, both conservative and non-conservative parameters changed towards Danube water concentrations during the connection with the main river and returned to pre-connection levels after the water exchange ended. Only chlorophyll-a concentrations were almost twice as high in the post-connection phase than before the connection. In small floodplain waterbodies, conservative and non-conservative parameters showed similar changes during the connection with the main river. However, the concentrations of PO4-P, total phosphorus and chlorophyll-a did not return to pre-connection levels, but increased further in the post-connection phase, exceeding even Danube water concentrations. We attribute these changes to phosphorus releases from the sediments and enhanced primary and bacterial production induced by the river water. In years with an increased flooding frequency, both conservative and non-conservative parameters approached Danube water concentrations in large floodplain waterbodies due to the increased surface water exchange. In small floodplain waterbodies, conservative parameters remained unaffected by the increased connection with the river, while nitrate, ammonium, phosphate, total phosphorus and chlorophyll-a concentrations were considerably higher in wet years than in dry years. We conclude that the temporary input of oxygen- and nutrient-rich river water to small, mainly isolated backwaters can induce changes in benthic biogeochemical processes, which may provoke an internal eutrophication of these waterbodies.","Weigelhofer, Gabriele; Preiner, Stefan; Funk, Andrea; Bondar-Kunze, Elisabeth; Hein, Thomas","Scholarly Journals","2015","60","BIOSIS:PREV201500321559","wos","ES","PG","N","riverine","Y","multiple ","Chl-a, nuts","Y",NA,"chl_68"
"88","the impact of inundation-isolation cycles on the culturable bacterioplankton in the danube river floodplain","The investigation was conducted in the Kopacki Rit Nature Park (eastern Croatia) which is established to protect the floodplain area of the Danube River. The samples were collected monthly in four sites (channels and lakes) with increasing distance from the river. The aim of investigation was to examine trophic structure of culturable bacterioplankton in relation to inundation-isolation cycles on sampling sites with unequal degree of connection with the Danube river. A change in the ratio of copiotrophs (r- strategists) to oligotrophs (K-strategists) was expected as the different organic carbon sources emerged. The composition of variables was revealed by Principal Component Analysis of abiotic water properties (temperature, water depth, transparency, pH, electrical conductivity, dissolved oxygen, nutrient concentrations) and the chlorophyll-a concentration. Scores of significant components were used in a Multiple Regression as independent variables and the relationship between the scores and abundance of colony forming units (CFUs) was examined. Regression model was significant only for copiotrophs, and their relative dominance was noticed in couple of samples on more isolated sampling sites. In all other samples oligotrophs were a dominant group, especially during the flood pulses or drainage after it. Their elevated abundance was equally distributed in all groups revealed by Principal Component Analysis, and corresponds to the fluvial action. Also concerning the two-way ANOVA (sites/samplings) oligotrophs are highly influenced by the sampling period i.e. inundation-isolation cycles. They are probably driven by the allochthonous organic matter provided by floods or have allochthonous origin itself. At the same time, copiotrophs are to some extent coupled with the established water properties, i.e. bottom-up controlled and their abundance is influenced by the localisation of sampling sites in the floodplain. These results describe the development of the conditions that promote habitat specific succession of the culturable bacterioplankton. Established differences had disappeared after additional inundation-isolation cycles.","Palijan, Goran; Bogut, Irella; Vidakovic, Jasna","Scholarly Journals","2008","56","BIOSIS:PREV200800604505","wos","ES","CP","N","riverine","Y","trophic structure of bacterioplankton","scores of abiotic WQ + Chl-a components (PCA)","y","look at full paper","chl_69"
"89","the lake-catchment (lakecat) dataset: characterizing landscape features for lake basins within the conterminous usa","NA","NA","NA","NA","NA","NA","NA","CP","NA","N","lake","N",NA,NA,"n","Advertising a dataset, though they do talk about generated metrics","chl_70"
"90","the lake-catchment (lakecat) dataset: characterizing landscape features for lake basins within the conterminous usa","Natural and human-related landscape features influence the ecology and water quality of lakes. Summarizing these features in a hydrologically meaningful way is critical to understanding and managing lake ecosystems. Such summaries are often done by delineating watershed boundaries of individual lakes. However, many technical challenges are associated with delineating hundreds or thousands of lake watersheds at broad spatial extents. These challenges can limit the application of analyses and models to new, unsampled locations. We present the Lake-Catchment (LakeCat) Dataset (https://www.epa.gov/national-aquatic-resource-surveys/lakecat) of watershed features for 378,088 lakes within the conterminous USA. We describe the methods we used to: 1) delineate lake catchments, 2) hydrologically connect nested lake catchments, and 3) generate several hundred watershed-level metrics that summarize both natural (e.g., soils, geology, climate, and land cover) and anthropogenic (e.g., urbanization, agriculture, and mines) features. We illustrate how this data set can be used with a random forest model to predict the probability of lake eutrophication by combining LakeCat with data from US Environmental Protection Agency's National Lakes Assessment (NLA). This model correctly predicted the trophic state of 72% of NLA lakes, and we applied the model to predict the probability of eutrophication at 297,071 unsampled lakes across the conterminous USA. The large suite of LakeCat metrics could be used to improve analyses of lakes at broad spatial extents, improve the applicability of analyses to unsampled lakes, and ultimately improve the management of these important ecosystems.","Hill, Ryan A.; Weber, Marc H.; Debbout, Rick M.; Leibowitz, Scott G.; Olsen, Anthony R.","Scholarly Journals","2018","37","BIOSIS:PREV201800492376","wos","MB","CP","n","lakes","y","prabability of lake eutrophication","none","y","Unclear relevance; about characterizing lake cachments ","chl_70"
"91","the performance of ecological cage aquaculture of pejerrey odontesthes bonariensis in pampean lakes under two different hydrological scenarios","Ecological aquaculture promotes the development of sustainable farming systems, focusing on a wide range of ecosystem elements. The ecological aquaculture of the zooplanktivorous pejerrey ( Odontesthes bonariensis ) in floating cages in Pampean shallow lakes (Argentina) needs to be carried out considering the hydrological and chemical variations as modulators of plankton community and consequently of the pejerrey yield. To assess its performance in lakes with contrasting hydrological regimes, an experiment was carried out in two water bodies: La Salada de Monasterio Lake (Mon), an endorheic environment, and San Lorenzo Lake (Lor), connected to several lakes and the Salado River. During the experiment, regional rainfall generated high hydrological variability in Lor Lake changing its status of unconnected lake to a runâ€ofâ€theâ€river lake. High standard deviation in Chlorophyllâ€a values in Lor indicated the significant effects of hydrological instability on the plankton community. Microcrustaceans abundance and biomass were higher in Mon, and almost disappeared in Lor when it turns into runâ€ofâ€theâ€river. The final fish growth and survival were significantly higher in Mon, endorsing the importance of zooplankton of high nutritional quality and hydrological, physicalâ€“chemical and biological stability. The results indicate that productive and stable environments with a sustained offer of natural food are better for the zooplanktivorous fish production. Connectivity with other water bodies and hydrological dependence on rainfall regimes have defining effects on phytoplankton, zooplankton and fish production, thus emerging as key factors to be considered for achieving better results in the ecological aquaculture implementation.","Javier R Garcia de Souza;Moreno, Vivian Yorojo;Sathicq, MarÃ­a B;GÃ³mez, Nora;Sampietro, Susana;Donadelli, Jorge;Colautti, DarÃ­o C","Scholarly Journals","2021","52","2572363494","proquest","MB","RP","n","lake","y","chlorophyll a, microcrustacean abundance and biomass, fish growth and survival","connected/not connected","y","Included because paper describes the impact of changes in hydrologic connectivity on phytoplankton and the food web (zooplankton, fish).","chl_71"
"92","the role of hydrologic connectivity and spatial scale in measuring lake landscape position","","Martin, Sherry L.; Soranno, Patricia A.","Scholarly Journals","2004","89","BIOSIS:PREV200500123695","wos","MB","PG",NA,NA,NA,NA,NA,"n","Meeting abstract, no paper","chl_72"
"93","the significance of side-arm connectivity for carbon dynamics of the river danube, austria","NA","NA","NA","NA","NA","NA","NA","LY","NA","N ","river and floodplain","Y","Primary production","Autochthonous/Allocthonous carbon pools","Y","Biogeochemical cycles","chl_73"
"94","the spatial ecology of phytoplankton blooms in uk canals","NA","NA","NA","NA","NA","NA","NA","LY","NA","N ","canals","Y","cyano bloom presence","hydrological distances","Y","Negative effects of connectivity","chl_74"
"95","towards deconfounding hydrological and seasonal temperature variability in the determination of selected limnological variables of a temperate floodplain ecosystem","This paper presents a methodological approach that can aid the assessment of variation in limnological variables in response to hydrological phases and seasonal temperature variation. The investigation was conducted in the Danube River floodplain, Kopacki Rit, Croatia. The proposed approach facilitates a more accurate examination of the effects of first factor, while maintaining second factor less variable, and vice versa. Samples were collected in the floodplain channel and lake along a temporal connectivity gradient, and were grouped according to three hydrological phases (isolation, flow pulse and flood pulse) and according to three seasons (spring, summer and autumn). A permutational multivariate analysis of variance was used to analyse the hydrological effects within seasons, as well as seasonal effects within hydrological phases on selected limnological variables: pH, conductivity, dissolved oxygen, nitrites, nitrates, ammonium, total Kjeldahl nitrogen, total phosphorus, chlorophyll a concentrations and ratio of copiotrophic to oligotrophic bacteria. A multivariate data cloud was structured by hydrological phases during all investigated seasons, but not by all seasons during different hydrological phases. The strongest impact of hydrological phases on limnological variables occurred during summer. Seasonal effects were significant during the isolation and the flood pulse phases. The flow pulse phase somehow obscured the effects of seasonal change, resulting in temporal floodplain homogenization. One possible explanation is that water temperature determines potential limnological conditions, whereas hydrology determines actual conditions. Such results must be taken into account if the accurate effects of hydrology and seasonal change are to be assessed in temperate floodplain ecosystems. Copyright copyright 2014 John Wiley & Sons, Ltd.","Palijan, Goran","Scholarly Journals","2015","8","1668259161","proquest","RP","DC","N","floodplain","Y","limnological variables","not specified","Y","looked at a temporal connectivity gradient by using seasonality but doesn't seem to explicitly look at connectivity","chl_75"
"96","transversal and lateral exciton energy transfer in grana thylakoids of spinach","The excitation energy transfer between photosystem (PS) II complexes was studied in isolated grana disks and thylakoids using chlorophyll a fluorescence induction measurements in the presence of DCMU under stacked and destacked conditions. Destacking of grana was achieved using a sonication protocol in a buffer without MgCl 2 . The degree of stacking was controlled and quantified by atomic force microscopy and by the concomitant absorption changes. As expected from the literature, intact thylakoids showed a strong dependency of the connectivity of PSII centers, the F m /F o ratio as well as the fraction of PSII(beta) centers on the MgCl 2 concentration. In contrast, these parameters did not change in isolated grana disks. In particular, the connectivity remained constantly high irrespective of the degree of destacking. These differences were explained by the high protein density in grana disks, which hinders separation and mixing of proteins sufficiently to change energy transfer properties. Due to the occurrence of stroma lamella in intact thylakoids, intermixing of PSII and PSI is possible and allows for changes in F m /F o ratio as is the separation of LHCII from PSII, thus leading to an increase in the fraction of PSII(beta). Even if mixing and separation of proteins are impaired in isolated grana disks, destacking should lead to a decrease in connectivity if transversal excitation energy transfer between two opposite membranes is significant. Because the connectivity is constant over all degrees of destacking employed, we conclude that the energy transfer in granas is mainly lateral.","Kirchhoff, H;Borinski, M;Lenhert, S;Chi, L;Büchel, C","Scholarly Journals","2004",NA,"925361516","proquest","RP","DC",NA,NA,"Y",NA,NA,"N","all about spinach","chl_76"
"97","trophic state and water quality in the danube floodplain lake (kopacki rit nature park, croatia) in relation to hydrological connectivity","The investigated floodplain lake is located in the marginal part of the Kopacki Rit Nature Park, Croatia, a floodplain area of the Danube. In this chapter, we have assessed the influence of hydrological connectivity with the main channel on the trophic state and water quality in the Lake Sakadas. The evaluation of trophic state combines a number of physical, chemical and biological parameters with the objective to select the relevant indicators for the floodplain lakes. The following environmental parameters have been considered: water temperature, nutrients, dissolved oxygen, water transparency, chlorophyll-a concentration, phytoplankton primary productivity, benthic and periphytic communities and laboratory experiments (nutrient enrichment bioassay). An integrative approach, which includes in situ research and laboratory experiments, indicated strong correlations of abiotic and biotic components with a hydrological regime. Also, during the biological monitoring, occurrence and spread of invasive species was noted as an indication of ecosystem disturbance (hydrological and/or anthropogenic). Therefore, our results contribute to the perception of importance of the hydrological connectivity (by inundation) on the eutrophication process in the investigated floodplain lake.","Persic, Vesna; Cerba, Dubravka; Bogut, Irella; Horvatic, Janja","Books","2011",NA,"BIOSIS:PREV201100325239","wos","RP","MB","N","floodplain","Y","chla and others","inundation","Y",NA,"chl_77"
"98","trophic state and water quality in the danube floodplain lake (kopacki rit nature park, croatia) in relation to hydrological connectivity","The investigated floodplain lake is located in the marginal part of the Kopacki Rit Nature Park, Croatia, a floodplain area of the Danube. In this chapter, we have assessed the influence of hydrological connectivity with the main channel on the trophic state and water quality in the Lake Sakadas. The evaluation of trophic state combines a number of physical, chemical and biological parameters with the objective to select the relevant indicators for the floodplain lakes. The following environmental parameters have been considered: water temperature, nutrients, dissolved oxygen, water transparency, chlorophyll-a concentration, phytoplankton primary productivity, benthic and periphytic communities and laboratory experiments (nutrient enrichment bioassay). An integrative approach, which includes in situ research and laboratory experiments, indicated strong correlations of abiotic and biotic components with a hydrological regime. Also, during the biological monitoring, occurrence and spread of invasive species was noted as an indication of ecosystem disturbance (hydrological and/or anthropogenic). Therefore, our results contribute to the perception of importance of the hydrological connectivity (by inundation) on the eutrophication process in the investigated floodplain lake.","Persic, Vesna; Cerba, Dubravka; Bogut, Irella; Horvatic, Janja","Books","2011",NA,"BIOSIS:PREV201100325239","wos","check","MB","n","floodplain lake","y","""trophic state"" (a combination of parameters, including chlorophyll a)","unclear; connected/not connected","y","Potential if the cholorphyll a data is available separate from the aggregated ""trophic state"" metric, look at full text to determine.","chl_77"
